LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,AL MURATSUCHI,DAVID HADLEY
LOS ANGELES,9004232A,4366,184,N,0,VBM PORTION,89,43,32
LOS ANGELES,9004232A,4366,184,N,1372,TOTAL,177,98,49
LOS ANGELES,9005045A,4379,186,N,1387,POLLING PLACE,66,33,28
LOS ANGELES,9005045A,4379,186,N,0,VBM PORTION,61,44,10
LOS ANGELES,9005045A,4379,186,N,1387,TOTAL,127,77,38
LOS ANGELES,9006368A,4523,186,N,891,POLLING PLACE,128,64,58
LOS ANGELES,9006368A,4523,186,N,0,VBM PORTION,96,47,44
LOS ANGELES,9006368A,4523,186,N,891,TOTAL,224,111,102
LOS ANGELES,9006370A,4524,186,N,958,POLLING PLACE,85,49,30
LOS ANGELES,9006370A,4524,186,N,0,VBM PORTION,115,55,53
LOS ANGELES,9006370A,4524,186,N,958,TOTAL,200,104,83
LOS ANGELES,9006376A,4525,184,N,1204,POLLING PLACE,108,57,36
LOS ANGELES,9006376A,4525,184,N,0,VBM PORTION,70,43,20
LOS ANGELES,9006376A,4525,184,N,1204,TOTAL,178,100,56
LOS ANGELES,9006377A,4526,184,N,1223,POLLING PLACE,81,29,33
LOS ANGELES,9006377A,4526,184,N,0,VBM PORTION,175,66,87
LOS ANGELES,9006377A,4526,184,N,1223,TOTAL,256,95,120
BALLOT GROUP 180,9990180A,8180,180,N,0,POLLING PLACE,0,0,0
BALLOT GROUP 180,9990180A,8180,180,N,0,VBM PORTION,2,0,1
BALLOT GROUP 180,9990180A,8180,180,N,0,TOTAL,1,0,1
BALLOT GROUP 181,9990181A,8181,181,N,0,POLLING PLACE,0,0,0
BALLOT GROUP 181,9990181A,8181,181,N,0,VBM PORTION,10,2,3
BALLOT GROUP 181,9990181A,8181,181,N,0,TOTAL,5,2,3
BALLOT GROUP 182,9990182A,8182,182,N,0,POLLING PLACE,0,0,0
BALLOT GROUP 182,9990182A,8182,182,N,0,VBM PORTION,2,1,0
BALLOT GROUP 182,9990182A,8182,182,N,0,TOTAL,1,1,0
BALLOT GROUP 183,9990183A,8183,183,N,0,POLLING PLACE,0,0,0
BALLOT GROUP 183,9990183A,8183,183,N,0,VBM PORTION,2,0,1
BALLOT GROUP 183,9990183A,8183,183,N,0,TOTAL,1,0,1
BALLOT GROUP 184,9990184A,8184,184,N,0,POLLING PLACE,0,0,0
BALLOT GROUP 184,9990184A,8184,184,N,0,VBM PORTION,0,0,0
BALLOT GROUP 184,9990184A,8184,184,N,0,TOTAL,0,0,0
BALLOT GROUP 185,9990185A,8185,185,N,0,POLLING PLACE,0,0,0
BALLOT GROUP 185,9990185A,8185,185,N,0,VBM PORTION,0,0,0
BALLOT GROUP 185,9990185A,8185,185,N,0,TOTAL,0,0,0
BALLOT GROUP 186,9990186A,8186,186,N,0,POLLING PLACE,0,0,0
BALLOT GROUP 186,9990186A,8186,186,N,0,VBM PORTION,8,2,1
BALLOT GROUP 186,9990186A,8186,186,N,0,TOTAL,4,2,1
