LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,LEE ROGERS,DAVID KOSTER BRUCE,MICHAEL MUSSACK,TROY CASTAGNA,STEVE KNIGHT,EVAN THOMAS,TONY STRICKLAND,NAVRAJ SINGH
SANTA CLARITA,6220037B,2360,10,N,0,VBM PORTION,53,8,0,1,3,23,0,12,1
SANTA CLARITA,6220037B,2360,10,N,617,TOTAL,106,23,0,3,7,34,3,30,1
SANTA CLARITA,6220038A,2361,10,N,1191,POLLING PLACE,136,43,3,2,6,18,9,46,2
SANTA CLARITA,6220038A,2361,10,N,0,VBM PORTION,198,51,0,1,9,39,26,55,1
SANTA CLARITA,6220038A,2361,10,N,1191,TOTAL,334,94,3,3,15,57,35,101,3
SANTA CLARITA,6220040A,2362,10,N,1114,POLLING PLACE,83,19,1,0,9,13,6,30,3
SANTA CLARITA,6220040A,2362,10,N,0,VBM PORTION,88,22,3,2,6,13,4,37,1
SANTA CLARITA,6220040A,2362,10,N,1114,TOTAL,171,41,4,2,15,26,10,67,4
SANTA CLARITA,6220041A,2363,10,N,1369,POLLING PLACE,139,29,4,0,19,33,7,41,1
SANTA CLARITA,6220041A,2363,10,N,0,VBM PORTION,198,29,5,2,27,36,7,69,1
SANTA CLARITA,6220041A,2363,10,N,1369,TOTAL,337,58,9,2,46,69,14,110,2
SANTA CLARITA,6220042A,2364,10,N,1295,POLLING PLACE,98,28,0,0,2,25,8,31,0
SANTA CLARITA,6220042A,2364,10,N,0,VBM PORTION,177,19,0,2,10,63,16,55,2
SANTA CLARITA,6220042A,2364,10,N,1295,TOTAL,275,47,0,2,12,88,24,86,2
SANTA CLARITA,6220043A,2365,10,N,1279,POLLING PLACE,138,26,2,0,17,43,13,33,1
SANTA CLARITA,6220043A,2365,10,N,0,VBM PORTION,207,36,3,3,15,51,22,64,1
SANTA CLARITA,6220043A,2365,10,N,1279,TOTAL,345,62,5,3,32,94,35,97,2
SANTA CLARITA,6220044A,2366,10,N,1012,POLLING PLACE,95,16,3,0,7,22,6,35,1
SANTA CLARITA,6220044A,2366,10,N,0,VBM PORTION,133,24,2,1,9,23,12,55,2
SANTA CLARITA,6220044A,2366,10,N,1012,TOTAL,228,40,5,1,16,45,18,90,3
SANTA CLARITA,6220046B,2367,10,N,958,POLLING PLACE,48,7,1,3,1,13,5,14,0
SANTA CLARITA,6220046B,2367,10,N,0,VBM PORTION,67,18,0,1,10,14,3,18,2
SANTA CLARITA,6220046B,2367,10,N,958,TOTAL,115,25,1,4,11,27,8,32,2
SANTA CLARITA,6220047A,2368,10,N,1089,POLLING PLACE,97,21,0,1,5,26,9,30,2
SANTA CLARITA,6220047A,2368,10,N,0,VBM PORTION,140,28,2,0,6,42,15,36,1
SANTA CLARITA,6220047A,2368,10,N,1089,TOTAL,237,49,2,1,11,68,24,66,3
SANTA CLARITA,6220049A,2369,10,N,1026,POLLING PLACE,108,19,0,0,5,34,13,29,3
SANTA CLARITA,6220049A,2369,10,N,0,VBM PORTION,135,25,0,1,6,41,12,40,4
SANTA CLARITA,6220049A,2369,10,N,1026,TOTAL,243,44,0,1,11,75,25,69,7
SANTA CLARITA,6220051A,2370,10,N,992,POLLING PLACE,60,16,0,0,2,21,4,13,1
SANTA CLARITA,6220051A,2370,10,N,0,VBM PORTION,128,38,0,0,5,34,9,37,0
SANTA CLARITA,6220051A,2370,10,N,992,TOTAL,188,54,0,0,7,55,13,50,1
SANTA CLARITA,6220052A,2371,10,N,724,POLLING PLACE,119,15,1,0,5,41,12,42,0
SANTA CLARITA,6220052A,2371,10,N,0,VBM PORTION,78,10,1,0,10,31,3,19,2
SANTA CLARITA,6220052A,2371,10,N,724,TOTAL,197,25,2,0,15,72,15,61,2
SANTA CLARITA,6220053A,2372,10,N,1119,POLLING PLACE,115,13,5,3,6,37,8,41,1
SANTA CLARITA,6220053A,2372,10,N,0,VBM PORTION,118,23,2,2,4,25,7,47,3
SANTA CLARITA,6220053A,2372,10,N,1119,TOTAL,233,36,7,5,10,62,15,88,4
SANTA CLARITA,6220054A,2373,10,N,1088,POLLING PLACE,128,17,0,1,8,45,8,35,0
SANTA CLARITA,6220054A,2373,10,N,0,VBM PORTION,104,22,0,0,7,23,9,31,1
SANTA CLARITA,6220054A,2373,10,N,1088,TOTAL,232,39,0,1,15,68,17,66,1
SANTA CLARITA,6220055A,2374,10,N,1216,POLLING PLACE,137,20,1,2,10,40,12,48,0
SANTA CLARITA,6220055A,2374,10,N,0,VBM PORTION,123,18,1,0,9,29,14,37,2
SANTA CLARITA,6220055A,2374,10,N,1216,TOTAL,260,38,2,2,19,69,26,85,2
SANTA CLARITA,6220061A,2375,10,N,1210,POLLING PLACE,145,17,4,2,4,62,3,42,1
SANTA CLARITA,6220061A,2375,10,N,0,VBM PORTION,109,19,4,1,16,16,21,26,3
SANTA CLARITA,6220061A,2375,10,N,1210,TOTAL,254,36,8,3,20,78,24,68,4
SANTA CLARITA,6220063A,2376,10,N,1408,POLLING PLACE,109,15,1,0,8,44,6,30,2
SANTA CLARITA,6220063A,2376,10,N,0,VBM PORTION,131,28,2,2,12,32,12,34,1
SANTA CLARITA,6220063A,2376,10,N,1408,TOTAL,240,43,3,2,20,76,18,64,3
SANTA CLARITA,6220064B,2377,10,N,604,POLLING PLACE,67,8,3,0,1,16,5,27,1
SANTA CLARITA,6220064B,2377,10,N,0,VBM PORTION,64,22,1,0,1,14,9,14,0
SANTA CLARITA,6220064B,2377,10,N,604,TOTAL,131,30,4,0,2,30,14,41,1
SANTA CLARITA,6220065A,2378,10,N,1249,POLLING PLACE,111,24,3,3,3,33,7,37,0
SANTA CLARITA,6220065A,2378,10,N,0,VBM PORTION,132,29,1,1,10,39,18,27,0
SANTA CLARITA,6220065A,2378,10,N,1249,TOTAL,243,53,4,4,13,72,25,64,0
SANTA CLARITA,6220067A,2379,10,N,1297,POLLING PLACE,98,21,1,4,6,22,7,34,1
SANTA CLARITA,6220067A,2379,10,N,0,VBM PORTION,137,34,0,0,6,24,22,39,1
SANTA CLARITA,6220067A,2379,10,N,1297,TOTAL,235,55,1,4,12,46,29,73,2
SANTA CLARITA,6220069A,2380,10,N,1307,POLLING PLACE,105,18,2,0,6,15,6,54,1
SANTA CLARITA,6220069A,2380,10,N,0,VBM PORTION,77,17,1,1,8,14,9,21,1
SANTA CLARITA,6220069A,2380,10,N,1307,TOTAL,182,35,3,1,14,29,15,75,2
SANTA CLARITA,6220071A,2381,10,N,1002,POLLING PLACE,80,17,0,0,2,18,5,34,1
SANTA CLARITA,6220071A,2381,10,N,0,VBM PORTION,98,31,2,2,0,22,4,30,2
SANTA CLARITA,6220071A,2381,10,N,1002,TOTAL,178,48,2,2,2,40,9,64,3
SANTA CLARITA,6220073B,2382,10,N,1086,POLLING PLACE,60,17,1,2,4,11,7,15,0
SANTA CLARITA,6220073B,2382,10,N,0,VBM PORTION,84,34,1,0,0,15,7,22,2
SANTA CLARITA,6220073B,2382,10,N,1086,TOTAL,144,51,2,2,4,26,14,37,2
SANTA CLARITA,6220074A,2383,10,N,1237,POLLING PLACE,91,24,4,1,8,22,9,18,2
SANTA CLARITA,6220074A,2383,10,N,0,VBM PORTION,87,23,4,0,5,18,9,22,2
SANTA CLARITA,6220074A,2383,10,N,1237,TOTAL,178,47,8,1,13,40,18,40,4
SANTA CLARITA,6220075A,2384,10,N,1262,POLLING PLACE,112,14,1,1,14,33,3,43,0
SANTA CLARITA,6220075A,2384,10,N,0,VBM PORTION,124,25,2,1,14,27,9,32,1
SANTA CLARITA,6220075A,2384,10,N,1262,TOTAL,236,39,3,2,28,60,12,75,1
SANTA CLARITA,6220076A,2385,10,N,1468,POLLING PLACE,282,76,10,2,19,41,27,85,3
SANTA CLARITA,6220076A,2385,10,N,0,VBM PORTION,398,106,3,4,18,89,31,105,3
SANTA CLARITA,6220076A,2385,10,N,1468,TOTAL,680,182,13,6,37,130,58,190,6
SANTA CLARITA,6220078A,2386,10,N,937,POLLING PLACE,60,11,1,1,5,8,2,27,3
SANTA CLARITA,6220078A,2386,10,N,0,VBM PORTION,79,26,0,1,4,19,4,16,2
SANTA CLARITA,6220078A,2386,10,N,937,TOTAL,139,37,1,2,9,27,6,43,5
SANTA CLARITA,6220080A,2387,10,N,1214,POLLING PLACE,96,27,1,2,6,21,7,31,0
SANTA CLARITA,6220080A,2387,10,N,0,VBM PORTION,122,25,1,2,6,31,16,32,0
SANTA CLARITA,6220080A,2387,10,N,1214,TOTAL,218,52,2,4,12,52,23,63,0
SANTA CLARITA,6220081A,2388,10,N,1076,POLLING PLACE,108,29,0,2,7,18,4,44,0
SANTA CLARITA,6220081A,2388,10,N,0,VBM PORTION,112,25,4,3,10,27,13,18,2
SANTA CLARITA,6220081A,2388,10,N,1076,TOTAL,220,54,4,5,17,45,17,62,2
SANTA CLARITA,6220081C,6146,10,Y,201,POLLING PLACE,0,0,0,0,0,0,0,0,0
SANTA CLARITA,6220081C,6146,10,Y,0,VBM PORTION,37,9,0,0,0,10,8,7,0
SANTA CLARITA,6220081C,6146,10,Y,201,TOTAL,37,9,0,0,0,10,8,7,0
SANTA CLARITA,6220082C,6147,10,Y,0,POLLING PLACE,0,0,0,0,0,0,0,0,0
SANTA CLARITA,6220082C,6147,10,Y,0,VBM PORTION,0,0,0,0,0,0,0,0,0
SANTA CLARITA,6220082C,6147,10,Y,0,TOTAL,0,0,0,0,0,0,0,0,0
SANTA CLARITA,6220083A,2389,10,N,898,POLLING PLACE,36,13,1,0,2,6,5,6,1
SANTA CLARITA,6220083A,2389,10,N,0,VBM PORTION,84,28,1,1,6,16,8,20,0
SANTA CLARITA,6220083A,2389,10,N,898,TOTAL,120,41,2,1,8,22,13,26,1
SANTA CLARITA,6220086A,2390,10,N,1330,POLLING PLACE,97,28,2,0,4,27,6,26,0
SANTA CLARITA,6220086A,2390,10,N,0,VBM PORTION,83,14,4,2,4,15,7,31,1
SANTA CLARITA,6220086A,2390,10,N,1330,TOTAL,180,42,6,2,8,42,13,57,1
SANTA CLARITA,6220087A,2391,10,N,962,POLLING PLACE,81,23,1,0,2,21,3,29,1
SANTA CLARITA,6220087A,2391,10,N,0,VBM PORTION,133,26,2,1,3,43,6,43,1
SANTA CLARITA,6220087A,2391,10,N,962,TOTAL,214,49,3,1,5,64,9,72,2
SANTA CLARITA,6220088A,2392,10,N,904,POLLING PLACE,88,19,2,0,3,19,7,34,1
SANTA CLARITA,6220088A,2392,10,N,0,VBM PORTION,116,18,2,0,7,29,8,46,0
SANTA CLARITA,6220088A,2392,10,N,904,TOTAL,204,37,4,0,10,48,15,80,1
SANTA CLARITA,6220090A,2393,10,N,949,POLLING PLACE,135,14,4,0,6,40,4,56,2
SANTA CLARITA,6220090A,2393,10,N,0,VBM PORTION,159,16,0,1,6,64,8,50,5
SANTA CLARITA,6220090A,2393,10,N,949,TOTAL,294,30,4,1,12,104,12,106,7
SANTA CLARITA,6220091A,2394,10,N,927,POLLING PLACE,132,18,2,0,6,52,4,46,0
SANTA CLARITA,6220091A,2394,10,N,0,VBM PORTION,117,14,2,0,8,45,3,40,3
SANTA CLARITA,6220091A,2394,10,N,927,TOTAL,249,32,4,0,14,97,7,86,3
SANTA CLARITA,6220093A,2395,10,N,996,POLLING PLACE,112,26,1,0,5,27,9,35,0
SANTA CLARITA,6220093A,2395,10,N,0,VBM PORTION,152,42,1,1,12,25,8,50,1
SANTA CLARITA,6220093A,2395,10,N,996,TOTAL,264,68,2,1,17,52,17,85,1
SANTA CLARITA,6220094A,2396,10,N,923,POLLING PLACE,46,14,1,0,1,12,3,14,0
SANTA CLARITA,6220094A,2396,10,N,0,VBM PORTION,64,15,2,0,3,7,8,23,3
SANTA CLARITA,6220094A,2396,10,N,923,TOTAL,110,29,3,0,4,19,11,37,3
SANTA CLARITA,6220096A,2397,10,N,1226,POLLING PLACE,100,16,0,0,8,20,7,39,3
SANTA CLARITA,6220096A,2397,10,N,0,VBM PORTION,92,18,3,2,1,30,5,20,2
SANTA CLARITA,6220096A,2397,10,N,1226,TOTAL,192,34,3,2,9,50,12,59,5
SANTA CLARITA,6220098B,2398,10,N,1393,POLLING PLACE,115,26,1,1,4,31,12,34,1
SANTA CLARITA,6220098B,2398,10,N,0,VBM PORTION,193,34,1,2,14,42,13,59,1
SANTA CLARITA,6220098B,2398,10,N,1393,TOTAL,308,60,2,3,18,73,25,93,2
SANTA CLARITA,6220101B,2399,10,N,1222,POLLING PLACE,132,26,4,1,21,36,5,32,3
SANTA CLARITA,6220101B,2399,10,N,0,VBM PORTION,167,52,1,0,9,45,6,42,1
SANTA CLARITA,6220101B,2399,10,N,1222,TOTAL,299,78,5,1,30,81,11,74,4
SANTA CLARITA,6220102A,2400,10,N,1318,POLLING PLACE,122,24,4,0,7,32,14,37,1
SANTA CLARITA,6220102A,2400,10,N,0,VBM PORTION,132,34,5,3,3,25,19,34,1
SANTA CLARITA,6220102A,2400,10,N,1318,TOTAL,254,58,9,3,10,57,33,71,2
SANTA CLARITA,6220103A,2401,10,N,881,POLLING PLACE,107,22,0,0,1,24,7,41,1
SANTA CLARITA,6220103A,2401,10,N,0,VBM PORTION,167,38,1,2,9,47,13,53,0
SANTA CLARITA,6220103A,2401,10,N,881,TOTAL,274,60,1,2,10,71,20,94,1
SANTA CLARITA,6220105A,2402,10,N,868,POLLING PLACE,88,16,1,2,8,25,2,25,2
SANTA CLARITA,6220105A,2402,10,N,0,VBM PORTION,95,23,1,3,6,23,13,22,0
SANTA CLARITA,6220105A,2402,10,N,868,TOTAL,183,39,2,5,14,48,15,47,2
SANTA CLARITA,6220106A,2403,10,N,1043,POLLING PLACE,130,24,5,5,8,37,7,40,3
SANTA CLARITA,6220106A,2403,10,N,0,VBM PORTION,90,14,2,3,1,25,13,27,1
SANTA CLARITA,6220106A,2403,10,N,1043,TOTAL,220,38,7,8,9,62,20,67,4
SANTA CLARITA,6220107A,2404,10,N,1398,POLLING PLACE,96,20,3,0,2,19,7,39,0
SANTA CLARITA,6220107A,2404,10,N,0,VBM PORTION,159,22,3,2,9,48,17,51,0
SANTA CLARITA,6220107A,2404,10,N,1398,TOTAL,255,42,6,2,11,67,24,90,0
SANTA CLARITA,6220108A,2405,10,N,925,POLLING PLACE,66,16,1,0,6,16,5,20,0
SANTA CLARITA,6220108A,2405,10,N,0,VBM PORTION,99,26,2,2,7,25,10,18,0
SANTA CLARITA,6220108A,2405,10,N,925,TOTAL,165,42,3,2,13,41,15,38,0
SANTA CLARITA,6220109A,2406,10,N,1511,POLLING PLACE,90,23,0,2,5,25,7,24,1
SANTA CLARITA,6220109A,2406,10,N,0,VBM PORTION,253,71,2,3,19,54,22,58,6
SANTA CLARITA,6220109A,2406,10,N,1511,TOTAL,343,94,2,5,24,79,29,82,7
SANTA CLARITA,6220113A,2407,10,N,817,POLLING PLACE,124,24,1,2,13,39,13,27,2
SANTA CLARITA,6220113A,2407,10,N,0,VBM PORTION,108,23,3,2,7,27,8,29,3
SANTA CLARITA,6220113A,2407,10,N,817,TOTAL,232,47,4,4,20,66,21,56,5
SANTA CLARITA,6220114A,2408,10,N,1250,POLLING PLACE,73,17,2,1,1,17,5,28,1
SANTA CLARITA,6220114A,2408,10,N,0,VBM PORTION,103,22,2,3,4,26,7,29,4
SANTA CLARITA,6220114A,2408,10,N,1250,TOTAL,176,39,4,4,5,43,12,57,5
SANTA CLARITA,6220115A,2409,10,N,1017,POLLING PLACE,105,24,1,1,8,31,3,33,0
SANTA CLARITA,6220115A,2409,10,N,0,VBM PORTION,82,17,0,3,2,21,6,27,0
SANTA CLARITA,6220115A,2409,10,N,1017,TOTAL,187,41,1,4,10,52,9,60,0
SANTA CLARITA,6220116A,2410,10,N,1081,POLLING PLACE,86,20,0,0,4,24,6,29,1
SANTA CLARITA,6220116A,2410,10,N,0,VBM PORTION,117,18,0,1,8,35,10,35,1
SANTA CLARITA,6220116A,2410,10,N,1081,TOTAL,203,38,0,1,12,59,16,64,2
SANTA CLARITA,6220118A,2411,10,N,813,POLLING PLACE,21,4,0,0,1,6,2,5,0
SANTA CLARITA,6220118A,2411,10,N,0,VBM PORTION,45,9,0,4,0,11,9,5,0
SANTA CLARITA,6220118A,2411,10,N,813,TOTAL,66,13,0,4,1,17,11,10,0
SANTA CLARITA,6220126A,2412,10,N,1099,POLLING PLACE,97,18,0,3,9,26,15,17,1
SANTA CLARITA,6220126A,2412,10,N,0,VBM PORTION,135,27,5,1,13,38,13,21,1
SANTA CLARITA,6220126A,2412,10,N,1099,TOTAL,232,45,5,4,22,64,28,38,2
SANTA CLARITA,6220127A,2413,10,N,709,POLLING PLACE,29,8,1,1,0,4,2,11,1
SANTA CLARITA,6220127A,2413,10,N,0,VBM PORTION,53,6,0,1,9,9,4,16,4
SANTA CLARITA,6220127A,2413,10,N,709,TOTAL,82,14,1,2,9,13,6,27,5
SANTA CLARITA,6220132A,2414,10,N,597,POLLING PLACE,50,8,0,0,4,12,5,20,0
SANTA CLARITA,6220132A,2414,10,N,0,VBM PORTION,68,13,1,1,6,17,7,18,0
SANTA CLARITA,6220132A,2414,10,N,597,TOTAL,118,21,1,1,10,29,12,38,0
SANTA CLARITA,6220135A,2415,10,N,920,POLLING PLACE,77,19,1,0,5,14,7,31,0
SANTA CLARITA,6220135A,2415,10,N,0,VBM PORTION,108,23,0,0,6,19,10,40,2
SANTA CLARITA,6220135A,2415,10,N,920,TOTAL,185,42,1,0,11,33,17,71,2
SANTA CLARITA,6220136A,2416,10,N,1297,POLLING PLACE,116,29,4,0,2,28,4,38,3
SANTA CLARITA,6220136A,2416,10,N,0,VBM PORTION,176,35,1,5,15,34,19,52,2
SANTA CLARITA,6220136A,2416,10,N,1297,TOTAL,292,64,5,5,17,62,23,90,5
SANTA CLARITA,6220139A,2417,10,N,1297,POLLING PLACE,87,21,2,1,4,20,6,31,0
SANTA CLARITA,6220139A,2417,10,N,0,VBM PORTION,124,30,3,1,6,31,11,34,1
SANTA CLARITA,6220139A,2417,10,N,1297,TOTAL,211,51,5,2,10,51,17,65,1
SANTA CLARITA,6220141A,2418,10,N,817,POLLING PLACE,68,18,4,1,7,9,4,21,0
SANTA CLARITA,6220141A,2418,10,N,0,VBM PORTION,95,22,2,0,9,15,11,28,1
SANTA CLARITA,6220141A,2418,10,N,817,TOTAL,163,40,6,1,16,24,15,49,1
SANTA CLARITA,6220142A,2419,10,N,1307,POLLING PLACE,101,18,3,0,9,24,13,32,1
SANTA CLARITA,6220142A,2419,10,N,0,VBM PORTION,94,17,6,2,3,28,14,23,0
SANTA CLARITA,6220142A,2419,10,N,1307,TOTAL,195,35,9,2,12,52,27,55,1
SANTA CLARITA,6220145A,2420,10,N,1178,POLLING PLACE,93,24,0,0,5,30,3,23,1
SANTA CLARITA,6220145A,2420,10,N,0,VBM PORTION,110,19,0,1,1,38,7,37,0
SANTA CLARITA,6220145A,2420,10,N,1178,TOTAL,203,43,0,1,6,68,10,60,1
SANTA CLARITA,6220146A,2421,10,N,1374,POLLING PLACE,120,23,0,4,7,29,13,37,1
SANTA CLARITA,6220146A,2421,10,N,0,VBM PORTION,147,22,3,4,8,44,3,51,4
SANTA CLARITA,6220146A,2421,10,N,1374,TOTAL,267,45,3,8,15,73,16,88,5
SANTA CLARITA,6220148A,2422,10,N,1451,POLLING PLACE,131,19,1,0,17,38,12,35,1
SANTA CLARITA,6220148A,2422,10,N,0,VBM PORTION,253,65,5,2,15,66,20,55,1
SANTA CLARITA,6220148A,2422,10,N,1451,TOTAL,384,84,6,2,32,104,32,90,2
SANTA CLARITA,6220149A,2423,10,N,820,POLLING PLACE,54,16,2,2,4,12,4,12,1
SANTA CLARITA,6220149A,2423,10,N,0,VBM PORTION,60,12,0,1,2,19,9,15,0
SANTA CLARITA,6220149A,2423,10,N,820,TOTAL,114,28,2,3,6,31,13,27,1
SANTA CLARITA,6220153A,6149,21,Y,1,POLLING PLACE,0,0,0,0,0,0,0,0,0
SANTA CLARITA,6220153A,6149,21,Y,0,VBM PORTION,0,0,0,0,0,0,0,0,0
SANTA CLARITA,6220153A,6149,21,Y,1,TOTAL,0,0,0,0,0,0,0,0,0
SANTA CLARITA,6220155A,2424,10,N,641,POLLING PLACE,48,13,1,1,6,12,2,11,2
SANTA CLARITA,6220155A,2424,10,N,0,VBM PORTION,82,27,0,2,3,22,2,24,0
SANTA CLARITA,6220155A,2424,10,N,641,TOTAL,130,40,1,3,9,34,4,35,2
SANTA CLARITA,6220160A,2425,10,N,1037,POLLING PLACE,63,9,1,1,6,13,9,15,1
SANTA CLARITA,6220160A,2425,10,N,0,VBM PORTION,76,17,3,0,11,11,9,13,0
SANTA CLARITA,6220160A,2425,10,N,1037,TOTAL,139,26,4,1,17,24,18,28,1
SANTA CLARITA,6220161A,2426,10,N,1249,POLLING PLACE,36,11,1,0,4,5,7,7,1
SANTA CLARITA,6220161A,2426,10,N,0,VBM PORTION,30,6,5,0,2,4,6,6,0
SANTA CLARITA,6220161A,2426,10,N,1249,TOTAL,66,17,6,0,6,9,13,13,1
SANTA CLARITA,6220163A,2427,10,N,1162,POLLING PLACE,52,6,0,2,4,11,9,18,1
SANTA CLARITA,6220163A,2427,10,N,0,VBM PORTION,75,21,1,1,3,18,14,13,0
SANTA CLARITA,6220163A,2427,10,N,1162,TOTAL,127,27,1,3,7,29,23,31,1
SANTA CLARITA,6220164A,2428,10,N,1048,POLLING PLACE,67,15,1,0,4,16,7,19,0
SANTA CLARITA,6220164A,2428,10,N,0,VBM PORTION,106,32,2,1,5,31,15,17,1
SANTA CLARITA,6220164A,2428,10,N,1048,TOTAL,173,47,3,1,9,47,22,36,1
SANTA CLARITA,6220166A,2429,3,N,673,POLLING PLACE,69,7,0,1,7,26,3,20,0
SANTA CLARITA,6220166A,2429,3,N,0,VBM PORTION,52,4,4,0,4,11,6,14,1
SANTA CLARITA,6220166A,2429,3,N,673,TOTAL,121,11,4,1,11,37,9,34,1
SANTA CLARITA,6220167C,2430,3,N,833,POLLING PLACE,88,18,1,0,15,17,3,32,0
SANTA CLARITA,6220167C,2430,3,N,0,VBM PORTION,82,11,0,1,8,26,5,27,1
SANTA CLARITA,6220167C,2430,3,N,833,TOTAL,170,29,1,1,23,43,8,59,1
SANTA CLARITA,6220168A,6150,10,Y,315,POLLING PLACE,0,0,0,0,0,0,0,0,0
SANTA CLARITA,6220168A,6150,10,Y,0,VBM PORTION,56,4,0,0,6,7,7,26,1
SANTA CLARITA,6220168A,6150,10,Y,315,TOTAL,56,4,0,0,6,7,7,26,1
SANTA CLARITA,6220170A,2431,3,N,1256,POLLING PLACE,99,25,1,1,8,28,7,26,0
SANTA CLARITA,6220170A,2431,3,N,0,VBM PORTION,122,22,1,2,7,41,6,32,0
SANTA CLARITA,6220170A,2431,3,N,1256,TOTAL,221,47,2,3,15,69,13,58,0
SANTA CLARITA,6220176A,2432,3,N,1290,POLLING PLACE,87,10,2,1,5,10,8,47,1
SANTA CLARITA,6220176A,2432,3,N,0,VBM PORTION,166,33,2,3,12,32,15,57,0
SANTA CLARITA,6220176A,2432,3,N,1290,TOTAL,253,43,4,4,17,42,23,104,1
SANTA CLARITA,6220179A,2433,3,N,914,POLLING PLACE,71,17,0,0,2,18,3,29,0
SANTA CLARITA,6220179A,2433,3,N,0,VBM PORTION,110,26,3,3,4,16,3,47,2
SANTA CLARITA,6220179A,2433,3,N,914,TOTAL,181,43,3,3,6,34,6,76,2
SANTA CLARITA,6220180A,2434,3,N,1045,POLLING PLACE,86,17,2,0,5,26,5,27,0
SANTA CLARITA,6220180A,2434,3,N,0,VBM PORTION,96,21,2,0,4,27,6,31,1
SANTA CLARITA,6220180A,2434,3,N,1045,TOTAL,182,38,4,0,9,53,11,58,1
SANTA CLARITA,6220182A,2435,10,N,995,POLLING PLACE,110,21,1,1,2,39,11,33,1
SANTA CLARITA,6220182A,2435,10,N,0,VBM PORTION,126,18,4,3,17,35,8,30,0
SANTA CLARITA,6220182A,2435,10,N,995,TOTAL,236,39,5,4,19,74,19,63,1
SANTA CLARITA,6220183A,2436,10,N,1006,POLLING PLACE,66,10,0,0,5,17,11,20,0
SANTA CLARITA,6220183A,2436,10,N,0,VBM PORTION,119,22,4,0,13,24,13,25,2
SANTA CLARITA,6220183A,2436,10,N,1006,TOTAL,185,32,4,0,18,41,24,45,2
SANTA CLARITA,6220185A,6151,10,Y,437,POLLING PLACE,0,0,0,0,0,0,0,0,0
SANTA CLARITA,6220185A,6151,10,Y,0,VBM PORTION,186,33,5,1,17,46,21,45,1
SANTA CLARITA,6220185A,6151,10,Y,437,TOTAL,186,33,5,1,17,46,21,45,1
SANTA CLARITA,6220186A,2437,10,N,697,POLLING PLACE,84,19,1,1,4,31,7,16,2
SANTA CLARITA,6220186A,2437,10,N,0,VBM PORTION,82,19,3,2,3,23,4,24,0
SANTA CLARITA,6220186A,2437,10,N,697,TOTAL,166,38,4,3,7,54,11,40,2
SANTA CLARITA,6220190A,2438,10,N,646,POLLING PLACE,20,4,0,0,0,6,2,7,0
SANTA CLARITA,6220190A,2438,10,N,0,VBM PORTION,42,7,0,2,3,15,1,6,3
SANTA CLARITA,6220190A,2438,10,N,646,TOTAL,62,11,0,2,3,21,3,13,3
SANTA CLARITA,6220193A,2439,10,N,575,POLLING PLACE,54,20,0,3,5,7,7,9,0
SANTA CLARITA,6220193A,2439,10,N,0,VBM PORTION,73,12,2,1,2,16,6,23,2
SANTA CLARITA,6220193A,2439,10,N,575,TOTAL,127,32,2,4,7,23,13,32,2
SANTA CLARITA,6220194A,2440,10,N,751,POLLING PLACE,62,22,2,2,3,14,4,11,1
SANTA CLARITA,6220194A,2440,10,N,0,VBM PORTION,39,15,0,2,2,9,4,5,1
SANTA CLARITA,6220194A,2440,10,N,751,TOTAL,101,37,2,4,5,23,8,16,2
SAUGUS,6300002A,6155,3,Y,218,POLLING PLACE,0,0,0,0,0,0,0,0,0
SAUGUS,6300002A,6155,3,Y,0,VBM PORTION,55,8,2,0,0,15,1,26,2
SAUGUS,6300002A,6155,3,Y,218,TOTAL,55,8,2,0,0,15,1,26,2
SAUGUS,6300003A,6156,3,Y,57,POLLING PLACE,0,0,0,0,0,0,0,0,0
SAUGUS,6300003A,6156,3,Y,0,VBM PORTION,17,1,0,0,8,2,0,5,0
SAUGUS,6300003A,6156,3,Y,57,TOTAL,17,1,0,0,8,2,0,5,0
SAUGUS,6300004A,6157,3,Y,191,POLLING PLACE,0,0,0,0,0,0,0,0,0
SAUGUS,6300004A,6157,3,Y,0,VBM PORTION,25,5,2,1,1,6,0,8,0
SAUGUS,6300004A,6157,3,Y,191,TOTAL,25,5,2,1,1,6,0,8,0
SAUGUS,6300005A,2504,3,N,1346,POLLING PLACE,81,18,2,0,6,12,10,27,2
SAUGUS,6300005A,2504,3,N,0,VBM PORTION,96,21,3,0,5,29,10,23,1
SAUGUS,6300005A,2504,3,N,1346,TOTAL,177,39,5,0,11,41,20,50,3
SAUGUS,6300006A,2505,3,N,296,POLLING PLACE,16,3,0,0,0,7,0,4,0
SAUGUS,6300006A,2505,3,N,0,VBM PORTION,27,5,1,0,4,5,2,8,1
SAUGUS,6300006A,2505,3,N,296,TOTAL,43,8,1,0,4,12,2,12,1
SAUGUS,6300014A,2506,3,N,1089,POLLING PLACE,47,7,0,1,6,13,9,11,0
SAUGUS,6300014A,2506,3,N,0,VBM PORTION,112,19,2,1,18,22,13,28,1
SAUGUS,6300014A,2506,3,N,1089,TOTAL,159,26,2,2,24,35,22,39,1
SAUGUS,6300023A,2507,10,N,1346,POLLING PLACE,92,17,4,2,2,23,8,25,4
SAUGUS,6300023A,2507,10,N,0,VBM PORTION,95,22,1,1,2,19,1,38,5
