LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,S M RIDLEY THOMAS,GLEN RATCLIFF
LOS ANGELES,9005303A,4406,116,N,1102,TOTAL,186,110,46
LOS ANGELES,9005316A,4413,116,N,948,POLLING PLACE,52,38,5
LOS ANGELES,9005316A,4413,116,N,0,VBM PORTION,55,41,7
LOS ANGELES,9005316A,4413,116,N,948,TOTAL,107,79,12
LOS ANGELES,9005317A,4414,116,N,1220,POLLING PLACE,118,94,6
LOS ANGELES,9005317A,4414,116,N,0,VBM PORTION,102,78,13
LOS ANGELES,9005317A,4414,116,N,1220,TOTAL,220,172,19
LOS ANGELES,9005319A,4415,116,N,1096,POLLING PLACE,128,106,11
LOS ANGELES,9005319A,4415,116,N,0,VBM PORTION,112,80,14
LOS ANGELES,9005319A,4415,116,N,1096,TOTAL,240,186,25
LOS ANGELES,9005321A,4416,116,N,1245,POLLING PLACE,92,69,7
LOS ANGELES,9005321A,4416,116,N,0,VBM PORTION,82,61,8
LOS ANGELES,9005321A,4416,116,N,1245,TOTAL,174,130,15
LOS ANGELES,9005322A,4417,116,N,1078,POLLING PLACE,56,48,5
LOS ANGELES,9005322A,4417,116,N,0,VBM PORTION,60,44,10
LOS ANGELES,9005322A,4417,116,N,1078,TOTAL,116,92,15
LOS ANGELES,9005424A,4424,116,N,1308,POLLING PLACE,90,67,17
LOS ANGELES,9005424A,4424,116,N,0,VBM PORTION,87,54,23
LOS ANGELES,9005424A,4424,116,N,1308,TOTAL,177,121,40
LOS ANGELES,9005494B,4427,116,N,1096,POLLING PLACE,49,42,2
LOS ANGELES,9005494B,4427,116,N,0,VBM PORTION,38,30,2
LOS ANGELES,9005494B,4427,116,N,1096,TOTAL,87,72,4
LOS ANGELES,9005504C,4428,116,N,1356,POLLING PLACE,126,93,18
LOS ANGELES,9005504C,4428,116,N,0,VBM PORTION,138,93,26
LOS ANGELES,9005504C,4428,116,N,1356,TOTAL,264,186,44
LOS ANGELES,9005837A,4453,112,N,1480,POLLING PLACE,144,93,35
LOS ANGELES,9005837A,4453,112,N,0,VBM PORTION,158,97,36
LOS ANGELES,9005837A,4453,112,N,1480,TOTAL,302,190,71
LOS ANGELES,9007166B,4585,116,N,1103,POLLING PLACE,61,51,6
LOS ANGELES,9007166B,4585,116,N,0,VBM PORTION,53,38,4
LOS ANGELES,9007166B,4585,116,N,1103,TOTAL,114,89,10
LOS ANGELES,9007168B,4586,116,N,1202,POLLING PLACE,58,38,6
LOS ANGELES,9007168B,4586,116,N,0,VBM PORTION,70,54,3
LOS ANGELES,9007168B,4586,116,N,1202,TOTAL,128,92,9
LOS ANGELES,9007211A,4587,116,N,647,POLLING PLACE,42,33,3
LOS ANGELES,9007211A,4587,116,N,0,VBM PORTION,51,31,11
LOS ANGELES,9007211A,4587,116,N,647,TOTAL,93,64,14
LOS ANGELES,9007229B,4589,116,N,974,POLLING PLACE,89,75,4
LOS ANGELES,9007229B,4589,116,N,0,VBM PORTION,78,62,5
LOS ANGELES,9007229B,4589,116,N,974,TOTAL,167,137,9
LOS ANGELES,9007349A,4599,116,N,926,POLLING PLACE,93,71,9
LOS ANGELES,9007349A,4599,116,N,0,VBM PORTION,76,54,7
LOS ANGELES,9007349A,4599,116,N,926,TOTAL,169,125,16
LOS ANGELES,9007385A,4603,110,N,958,POLLING PLACE,98,61,16
LOS ANGELES,9007385A,4603,110,N,0,VBM PORTION,66,39,14
LOS ANGELES,9007385A,4603,110,N,958,TOTAL,164,100,30
BALLOT GROUP 108,9990108A,8108,108,N,0,POLLING PLACE,0,0,0
BALLOT GROUP 108,9990108A,8108,108,N,0,VBM PORTION,0,0,0
BALLOT GROUP 108,9990108A,8108,108,N,0,TOTAL,0,0,0
BALLOT GROUP 109,9990109A,8109,109,N,0,POLLING PLACE,0,0,0
BALLOT GROUP 109,9990109A,8109,109,N,0,VBM PORTION,0,0,0
BALLOT GROUP 109,9990109A,8109,109,N,0,TOTAL,0,0,0
BALLOT GROUP 110,9990110A,8110,110,N,0,POLLING PLACE,0,0,0
BALLOT GROUP 110,9990110A,8110,110,N,0,VBM PORTION,0,0,0
BALLOT GROUP 110,9990110A,8110,110,N,0,TOTAL,0,0,0
BALLOT GROUP 111,9990111A,8111,111,N,0,POLLING PLACE,0,0,0
BALLOT GROUP 111,9990111A,8111,111,N,0,VBM PORTION,0,0,0
BALLOT GROUP 111,9990111A,8111,111,N,0,TOTAL,0,0,0
BALLOT GROUP 112,9990112A,8112,112,N,0,POLLING PLACE,0,0,0
BALLOT GROUP 112,9990112A,8112,112,N,0,VBM PORTION,0,0,0
BALLOT GROUP 112,9990112A,8112,112,N,0,TOTAL,0,0,0
BALLOT GROUP 113,9990113A,8113,113,N,0,POLLING PLACE,0,0,0
BALLOT GROUP 113,9990113A,8113,113,N,0,VBM PORTION,2,1,0
BALLOT GROUP 113,9990113A,8113,113,N,0,TOTAL,1,1,0
BALLOT GROUP 114,9990114A,8114,114,N,0,POLLING PLACE,0,0,0
BALLOT GROUP 114,9990114A,8114,114,N,0,VBM PORTION,2,1,0
BALLOT GROUP 114,9990114A,8114,114,N,0,TOTAL,1,1,0
BALLOT GROUP 115,9990115A,8115,115,N,0,POLLING PLACE,0,0,0
BALLOT GROUP 115,9990115A,8115,115,N,0,VBM PORTION,16,7,0
BALLOT GROUP 115,9990115A,8115,115,N,0,TOTAL,8,7,0
BALLOT GROUP 116,9990116A,8116,116,N,0,POLLING PLACE,0,0,0
BALLOT GROUP 116,9990116A,8116,116,N,0,VBM PORTION,8,4,0
BALLOT GROUP 116,9990116A,8116,116,N,0,TOTAL,4,4,0
BALLOT GROUP 117,9990117A,8117,117,N,0,POLLING PLACE,0,0,0
BALLOT GROUP 117,9990117A,8117,117,N,0,VBM PORTION,0,0,0
BALLOT GROUP 117,9990117A,8117,117,N,0,TOTAL,0,0,0
BALLOT GROUP 118,9990118A,8118,118,N,0,POLLING PLACE,0,0,0
BALLOT GROUP 118,9990118A,8118,118,N,0,VBM PORTION,2,0,1
BALLOT GROUP 118,9990118A,8118,118,N,0,TOTAL,1,0,1
