LEAK_ID,RPT_TYPE,RPT_DATE,ADDRESS,MAIN_ST,CROSS_ST,PIPE_SIZE,PIPE_TYPE,YR_INST,PLR_INST,LEAK_TYPE,LEAK_QUANT,ANOD_INST,COAT_TYPE,COAT_COND,SOIL_TYPE,FOREMAN,WSM_NBR,REPAIR_HRS,MAN_HRS,REMARKS,LAT,LON
62471,MAIN,2-Mar-12,23036 WINDOM ST,9' S/CL WINDOM ST,529' E/CL COHASSET ST,6,C.I.,1956,75171,SPLIT,1,,,FAIR,CLAY,LAROCHELLE,186-096,8,24,FOUND SPLIT BETWEEN 2 SERVICE TAPS (INSERTS). HAD TO RETAP BOTH SERVICES AS PART OF REPAIR.,34.20646134,-118.6290624
62883,MAIN,2-Mar-12,3411 OLYMPIC BL,28' NN OLYMPIC BL,20' EW GRAMERCY DR,8,C.I.,1927,45033,SPLIT,1,,,,C,GONZALES,130-192,11.5,34.5,"FOUND LEAK ON 8"" C.I. MAIN CUT IN 6' OF 8"" D.I. WITH TWO UNIONS.",34.0525418,-118.3133389
62973,MAIN,3-Mar-12,345 N VISTA ST,20' EW VISTA ST,130' SS OAKWOOD AVE,8,C.I.,1962,81659,"RUST HOLE, SPLIT",1,,,THIN,DECOMP GRANITE,SCHWEINBOLD,140-180,9,18,"REPLACED 4'OF CI WITH DI PIPE & 2 MECH. CORP. 2"" COUPON BLEW OUT AFTER E4NERGIZING WATER MAIN. APPLIED 8""X 12"" CLAMP. RETAPPED WITH 1""X 8"" SERV. CLAMP. REHOOKED UP 1"" COP. SERV. VERY LARGE PICK & MULTIPLE DRIVEWAY & GUTTER CLEAN-UP.",34.07779906,-118.3522506
62974,MAIN,3-Mar-12,345 N VISTA ST,230' SS OAKWOOD AVE,,8,D.I.,1962,81659,BLOW OUT,1,,,FAIR,CLAY,DAVIS,140-180,7,35,FOUND 8IN MAIN BLOW OUT AT SERVICE TAP FOR 345N VISTA ST CUT IN 4FEET OF PIPE AND MADE RETAP FOR SERVICE. REMOVED DAMAGED STREET. PICK UP MUD AND BACKFILLED EXCAVATION.,34.07751938,-118.3522501
62891,MAIN,4-Mar-12,1700 HIGHLAND AVE,25' SS ST ELMO DR,21' EW HIGHLAND AVE,8,C.I.,1937,55378,,1,,,,,MENDEZ,128-183,13,39,"MAJOR BLOW OUT, SHUT DOWN MAIN, BRAKE OUT LARGE SECTION, STREET CUT OUT 16FT CI PIPE, 16 FT DI 8"" INSTALLED, RETAP 2 SERVICES, 1 1/2 AND 1"" RECONNECT, BACKFILL MAKE SAFE CLEAN UP TEMP OIL",34.0437646,-118.3450183
62470,MAIN,5-Mar-12,VAN NORMAN PUMP PLANT #!,,,24,STEEL,1956,77124,COUPLING,1,,,,,SNYDER,222-138,8,24,"REMOVED 3 CORPS - INSTALLED REDWOOD PLUGS - CLEANED PIPE FOR WELDERS TO WELD 3 WELD COUPLINGS - INSTALLED 3-2"" CAP PLUGS IN WELD COUPLINGS FOR NO FURTHER USE - REMOVED 4TH CORP LEAKING - INSTALLED 1"" CORP - PUMP STATION PLUMBERS WILL RECONNECT 1/2"" COP. LINER AND TURN MAIN ON.",34.30221016,-118.4911675
62892,MAIN,5-Mar-12,1707 HIGHLAND DR,21' EW HIGHLAND AVE,49' SS ST ELMO DR,8,C.I.,1937,55378,ROUND CRACK,1,,,LIGHT,SANDY,SCHWEINBOLD,128-183,9,25,"FOUND 8"" CI WATER MAIN ROUND CRACK NEXT TO BLOW OUT HOLE. APPLIED 8""X 12"" CLAMP. BACKFILLED, TAMPED, & OILED. USED BACKHOE & FRONT LOADER TO MAKE PICK-UP & CLEAN-UP.",34.04370067,-118.3450428
62884,MAIN,5-Mar-12,6400 LA TIJERA BL,W/S LA TIJERA BL,50' SS 64TH ST,8,A.C.,1962,81684,CLAMP,1,,,,,SPEARS,104-174,8,24,"TIGHTENED LOOSE 8""X 12"" 360 DEGREE CLAMP TO STOP LEAK.",33.98156584,-118.3675629
62885,MAIN,5-Mar-12,6351-53 6TH ST,17' N/S 6TH ST,339' E/E LA JOLLA AVE,6,C.I.,1925,35910,INSERT ABANDON CORP,1,,,FAIR,CORP,ALVAREZ,136-174,2,4,CREW HIT AN ABANDON SERV. HAD TO SHUT DOWN THE MAIN TO MAKE REPAIR.,34.06545082,-118.3667474
62052,MAIN,5-Mar-12,3014 W. 7TH ST,96' WW WESTMORELAND,18' NS W 7TH ST,8,C.I.,1928,46067,ROUND CRACK,1,,,,,UNGSON,134-198,9,17,"FOUND ROUND CRACK ON 8"" C.I. MAIN; INSTALLED (1) - 8""X 12"" 360 CLAMP; STOPPED LEAK; BACKFILLED, TEMP. OIL, CLEAN UP; SAFE! NO ONE WAS OUT OF WATER.",34.05972304,-118.2895022
62887,MAIN,6-Mar-12,1370 MILLER PLACE,N/S MILLER PLACE,149' E/E MILLER DRIVE,4,STEEL,1926,43788,RUST HOLE,1,,,,,KELLY,146-171,,,,34.09511347,-118.3769351
62920,MAIN,6-Mar-12,101 S LAUREL AVE,W/S LAUREL AVE,49' NN 1ST ST,2,C.I.,,,RUPTURE,1,,,,,SPEARS,138-177,8,16,"REPAIRED LEAKING DCI LATERAL WITH 2""X 8"" 360 DEGREE CLAMP.",34.07449291,-118.3647895
62886,MAIN,6-Mar-12,117 MEDIO DR,180' SS SUNSET BL,8' EW MEDIO DR,4,C.I.,1923,32075,ROUND CRACK,1,,,,C,GONZALES,132-141,8,24,"FOUND LEAK ON 4"" C.I. MAIN. USED 4""X 12"" CLAMP FOR REPAIR.",34.05704251,-118.4819886
62888,MAIN,6-Mar-12,10443 HEBRON LN,302' WW BEVERLY GLEN BL,3' NS HEBRON LN,2,STEEL,1934,53608,RUST HOLE,1,,,BAD,B,KIRKWOOD,150-150,7,14,RUST HOLE,34.10435427,-118.4470247
62890,MAIN,7-Mar-12,1363 ST ANDREWS PL,20' N/N FERNWOOD AV,17' E/W ST ANDREWS PL,4,C.I.,1924,33510,SPLIT,1,,,B,BAD,BRAYBOY,146-192,7,14,"SMALL SPLIT ON 4"" CI MAIN; REPAIRED WITH 4""X 8"" 360 REPAIR CLAMP.",34.09591029,-118.3109823
66166,MAIN,7-Mar-12,6931 RADFORD AVE.,12' W/C RADFORD AVE.,221' S/C HART ST.,16,STEEL,1925,28968,RUST HOLE,1,,,,,E. GARCIA,184-168,,,"FOUND LEAK ON 16"" MAIN STL. RIV. MAIN, MADE REPAIRS, W/WELDER, ATTACHED 4 ANODES AND BACKFILLED W/SLURRY, MADE SAFE & SECURE. WELL COLLECTION LINE",34.19695879,-118.3921863
62889,MAIN,7-Mar-12,11567 SANTA MONICA BL,22' NS SANTA MONICA BL,102' EE FEDERAL AV,12,C.I.,,,,1,,,,,SALDIVAR,128-150,6.5,19.5,"SET UP TRAFFIC, BROKE AND DUG OUT, CLEAN AROUND MAIN,(HARD SLURRY) GRIND OUT LETTER AND NUMBERS TO SMOOTH MAIN, REPLACED SERVICE CLAMP. ADDED 2' PIECE OF COPPER ON THE 1 1/2"" SERVICE POUR SLURRY, LEFT JOB COMPLETE, SAFE & CLEAN.",34.04478184,-118.4535177
62489,MAIN,7-Mar-12,8800 GOTHIC AV,14' E/CL GOTHIC AV,333' N/CL LONDELIUS ST,6,C.I.,1954,71345,,1,,,,,HARDY,196-138,9,27,"INSTALL NEW 6"" HUB GATE GS 197-141 #182",34.23018729,-118.4894342
62893,MAIN,8-Mar-12,149 MCCADDEN PL,410' SS BEVERLY BLVD,20' E/W MCCADDEN PL,6,C.I.,1925,35240,RUPTURE,1,,,BAD,B,BRAYBOY,138-183,8,15,"6"" CI RUPTURE; REPAIRED WITH 3' OF 6"" PIPE AND 6"" MECH. COUPLINGS.",34.07490641,-118.3371941
62053,MAIN,8-Mar-12,1028 E. 33RD ST,302' W/W CENTRAL AVE,19' N/S E 33RD ST,8,C.I.,1933,52321,CLAMP,1,,,,SAND,UNGSON,116-207,6,12,"FOUND STREET FLOODED/DAMAGED; PINCHED DOWN 8"" C.I. MAIN TO MAKE REPAIRS; BROKE OUT/EXCAVATED; FOUND SERVICE CLAMP DAMAGED, CHANGED IT & CHANGED CORP/VALVE & CUT IN 2' OF NEW 1"" COP. TUBING; BACKFILLED, TEMP OIL; SAFE.",34.01377761,-118.2576413
62187,MAIN,9-Mar-12,S/E CORNER 87TH PLACE,18' E/E BROADWAY,15' N/N 87TH PLACE,6,C.I.,1924,34809,ROUND CRACK,1,,,RUST,CLAY,ANDERSON,096-201,8,16,"6"" CI MAIN REPAIR, EXCAVATED DOWN TO MAIN FOUND ROUND CRACK IN PIPE, MADE REPAIRS WITH 360 DEGREE REPAIR CLAMP STOPPED LEAK. BACKFILLED AND OILED. LEFT AREA SAFE.",33.95787686,-118.277949
62491,MAIN,9-Mar-12,3556 GREEN VISTA DR,11' W CL GREEN VISTA DR,206' N CL IVYSIDE PL,6,STEEL,1962,81908,,1,,,,SHALE,HERNANDEZ,160-135,,,EXTERIOR CORROSION DUE TO POSSIBLE GAS MAIN IMPRESSED CURRENT,34.13527579,-118.4985465
62895,MAIN,9-Mar-12,344 COPA DE ORO RD,E/S COPA DE ORO RD,164' SS BELLAGIO RD L/W,6,STEEL,1925,41611,RUST HOLE,1,,,,,SPEARS,142-153,4,4,"REPAIRED RUST HOLE LEAK ON THREADED COUPLING OF 6"" STEEL MAIN WITH 6""X 12"" 360 DEGREE CLAMP.",34.08149168,-118.4411233
62054,MAIN,9-Mar-12,2432 W AVE 30,299' WW EAGLE ROCK BL,20' NS W AVE 30,6,C.I.,1926,42535,ROUND CRACK,1,,,POOR,CLAY,CHESTERTON,150-213,8,22,"PARTIAL ROUND CRACK ABOUT 6"" FROM GAS SERVICE USED 360 DEGREE FOR REPAIRS",34.10712314,-118.2389808
62894,MAIN,9-Mar-12,363 COPA DE ORO RD,W/S COPA DE ORO RD,159' NN BELLAGIO RD,6,STEEL,1925,41611,RUST HOLE,1,,,NONE,LOAM,SPEARS,142-153,8,24,"REPAIRED RUST HOLE LEAK ON BOTTOM OF 6"" STEEL MAIN WITH 6""X 8"" 360 DEGREE CLAMP.",34.08240266,-118.4407688
62055,MAIN,13-Mar-12,975 EVERETT ST,171' NN SUNSET,,6,C.I.,1931,51300,SPLIT,1,,,,,SOLIS,136-210,,,"DRILL HOLES; FOUND LEAK; BROKE OUT & EXCAVATE; REPAIR W/ONE 6""X 20""X 360 DEGREE REPAIR. BACKFILL & TEMP W/OIL. LEFT SAFE & CLEAN.",34.06788134,-118.2495566
62472,MAIN,13-Mar-12,23100 OXNARD ST,13' S/CL OXNARD ST,642' E/CL WOODLAKE AVE,16,C.I.,1953,63661,JOINT,1,,,FAIR,BF-SAND,LAROCHELLE,176-096,8,24,FOUND LEAK AT LEAD-JOINT. MADE REPAIRS W/FIBER-LEAD.,34.17912774,-118.6298997
62899,MAIN,14-Mar-12,6419 6TH ST,60' S/N 6TH ST,150' W/W LA JOLLA AVE,6,C.I.,1925,35910,,1,,,,,ALVAREZ,136-174,3,15,"SET UP TRAFFIC, EXCAVATED, MADE REPAIR, BACKFILLED LEFT JOB SAFE.",34.06565557,-118.3685513
62057,MAIN,14-Mar-12,1011 GRATTAN ST,19' EW GRATTAN ST,77' SS OLYMPIC BL,6,C.I.,,,,1,,,,,LEROY,130-204,7,14,"GRAPHITIZED AT CORP, REMOVED CORP VALVE 6""X 8"" 360 REPAIR CLAMP.",34.0484857,-118.273509
62896,MAIN,14-Mar-12,108 THORNTON PL,5' EW ROYAL CT,12' SN THORNTON PL,6,A.C.,1964,83855,JOINT,1,,,,C,GONZALES,108-141,1,3,"AFTER CUT AND PLUG MAIN ENERGIZED FOUND LEAK ON 6"" A/C MAIN USED 6""X 12"" CLAMP.",33.99301754,-118.4760766
62897,MAIN,14-Mar-12,1231 GRAMERCY PL,26' EW GRAMERCY PL,308' NN PICO BLVD,4,C.I.,1907,9776,,1,,,THICK,SANDY LOAM,SCHWEINBOLD,128-192,8.5,24.5,"REPAIRED 4"" CI WATER MAIN WITH CLAMP. BACKFILLED, TAMPED, & OILED. HELP MAKE PICK-UP.",34.0481688,-118.313088
62898,MAIN,14-Mar-12,6416 SIXTH ST,17' N/S 6TH ST,160' W/W LA JOLLA AVE,6,C.I.,1925,35910,RUST HOLE,1,,,,,ALVAREZ,136-174,3,12,"SET UP TRAFFIC, LOCATED LEAK. EXCAVATED, MADE REPAIR, BACKFILLED. LEFT JOB SAFE.",34.06565937,-118.3685845
62473,MAIN,15-Mar-12,7857 WILBUR AVE,14' S/CL ARMENTA ST,38' W/CL WILBUR AVE,6,D.I.,1993,101590,,1,,,EX,SLURRY,SNYDER,190-120,9,43,"SESET UP TRAFFIC - PUSHING SOUTH BOUND TRAFFIC ON WILBUR TO CENTER DIVIDER LOCATED LEAK SHUT MAIN NO SERVICES INVOLVED - BROKE & DUG 5'X 5"" EXCAVATION FOUND SPIGOT END OF PICP ONLY IN BELL 1"" LEAK AT BELL - CUT OUT BELL INSTALLED 6""X 18"" DI NIPPLE WITH 2 MECH. COUPLINGS - TURNED MAIN BACK ON BACKFILLED & TEMPED 542 MADE P/U - PICKED UP TRAFFIC",34.21378031,-118.5449321
62188,MAIN,15-Mar-12,4650 W 62ND PL,19' NS 62ND PL,89' WW 63RD ST,4,C.I.,1929,48913,"CLAMP, SPLIT",1,,,,,ROGERS,106-177,8,16,"SET UP TRAFFIC EXCAVATED 6FT X 4FT SERVICE TRENCH FOUND 1"" COP SERVICE SADDLE OFF 4"" WATER MAIN INSTALLED NEW 4"" SERVICE 3FT COPPER BACKFILLED CLEANED UP SITE SAFE ST. CUT OK D.C.I. LATERAL",33.9826493,-118.3573093
62900,MAIN,15-Mar-12,344 COPA DE ORO RD,7' EW COPA DE ORO RD,23' SS BELLAGIO RD,6,STEEL,1968,87641,CLAMP,1,,,,C,GONZALES,142-153,5,15,"FOUND CLAMP LEAKING ON 6"" STL. MAIN REMOVED AND INSTALLED NEW 6""X 12"" CLAMP.",34.08186297,-118.4411093
62056,MAIN,15-Mar-12,1822 W 7TH ST,2' SN 7TH ST,121' EE BONNIE BRAE ST,24,C.I.,1895,580,,1,,,,,NUNEZ,132-204,27,126,"DCI LEAK ON 24"" MAIN. REPLACED CLAMP BAILS AND RENEWED SERVICE WITH 1"" COPPER.",34.05528067,-118.2740714
62058,MAIN,16-Mar-12,3112 W SUNSET BLVD,13' EW WESTERLY BLVD,27' SN W SUNSET BLVD,8,C.I.,1931,51820,SPLIT,1,,,OK,,HOOVER,142-204,,,"REPAIRED 8"" CI MAIN REPLACED 15' OF CI W/DI REPAIRED TWO 16"" STORM DRAINS BACKFILLED AND HAD HPD PAVE DUE TO LA MARATHON ON SUNDAY 18",34.08489114,-118.2744978
62901,MAIN,17-Mar-12,2419 CORNING ST,24' EW CORNING ST,38' NN GARTH AVE,8,C.I.,1964,83825,SPLIT,1,,,N/A,B,SMITH,124-171,10,27,"8"" BLOW-OUT - DUG OUT LARGE EXCAVATION, CUT IN 10' WITH COUPLINGS. PUT MAIN IN SERVICE, BACKFILLED & TEMPED, CLEAN-UP MUD.",34.03724049,-118.3810089
62902,MAIN,18-Mar-12,11801 MISSISSIPPI AV,54'NN MISSISSIPPI AV,15' EW GRANVILLE AV,8,C.I.,1924,82998,CLAMP,1,,,,,GONZALES,124-150,5,15,"FOUND BROKEN BAIL ON 8""X 12"" SERVICE CLAMP CHANGED CLAMP AND RECONNECTED 2"" COPPER SERVICE. ALSO FOUND OLD 1"" CORP. STOP REMOVED AND USED 8""X 8"" CLAMP.",34.0346429,-118.4511348
62903,MAIN,19-Mar-12,11450 CHENAULT ST,S/S CHENAULT ST,422' WW BELOIT AVE,6,D.I.,1926,43041,"JOINT, 2",1,,,,,SPEARS,134-147,7,21,"REBUILT 2"" BLOW OFF ASSEMBLY TO REPAIR LEAK ON 2"" BRZ NIPPLE.",34.06134688,-118.4607647
62189,MAIN,19-Mar-12,7006 4TH AVE,20' EW 4TH AVE,81' SS 70TH ST,4,C.I.,1924,34130,CLAMP,1,,,,,VELAZQUEZ,102-189,1.5,9,"MADE REPAIRS ON 4"" CI MAIN LEAK",33.97608139,-118.3216675
62904,MAIN,20-Mar-12,254 BEL AIR,354' SS ST CLOUD ST,20' EW BEL AIR RD,6,STEEL,1925,41611,RUST HOLE,1,,,BAD,C,GONZALES,142-153,5,20,"FOUND LEAK ON 6"" STL MAIN USED 6""X 12"" CLAMP.",34.08270305,-118.4376345
62028,MAIN,20-Mar-12,1654 W. 51ST PL,,531' WW DENKER AVE,6,A.C.,1967,86166,"CLAMP, BURN RUBBER",1,,,,,SOLIS,110-195,,,"SUBSTANDARD 1/2"" COP. SERV. LEAKING. THE PROBLEM WAS A BURN RUBBER AT THE SERV. SADDLE. NEEDED TO SHUT WATER MAIN DOWN TO INSTALL NEW SADDLE.",33.99595156,-118.3064287
62474,MAIN,21-Mar-12,18640 COVELLO ST,12' S/CL COVELLO ST,140' W/CL CAPP AV,6,C.I.,1953,63795,RUPTURE,1,,,POOR,ADOBE/CLAY,SNYDER,186-123,9,27,"6"" CI MAIN BLOW-OUT - FOUND LG RUPTURE ON TOP OF 6"" CI MAIN - WAITED FOR GAS CO. TO MARK - DUG OUT AND CUT OUT 18"" OF CI PIPE - REPLACED WITH 6""X 18"" DI NIPPLE WITH 2 MECH. COUPLINGS - 572X TURNED MAIN ON & FLUSHED - WE BACKFILLED & TEMP 22'X 9' & EXCAVATION CLEANED UP SITE",34.20744032,-118.5397971
62139,MAIN,21-Mar-12,4070 CAHUENGA BL,200' /N CL OF LANKERSHIM BL,50' E/ CL OF CAHUENGA BL,12,STEEL,1940,40070,,1,,,TAR,SANDY,CRUZ,164-177,6.5,17.5,INSTALLED ANODE (ENAMELER ASSISTED) AND #3 MTR BOX & STL LID AND CENTER PIECE.,34.14355003,-118.3613491
62910,MAIN,21-Mar-12,2613 GARTH AV,100' SS BEVERLYWOOD ST,20' EW GARTH AV,8,C.I.,1964,83825,SPLIT,1,,,,C,GONZALES,124-171,12,30,"FOUND BLOW OUT ON 8"" C.I. MAIN CUT IN 7' OF 8"" D.I. WITH TWO UNIONS.",34.03579279,-118.3805317
62905,MAIN,21-Mar-12,10653 LINDBROOK DR,N/S LINDBROOK DR,170' WW HILTS AVE,4,STEEL,1932,74321,RUST HOLE,1,,,NONE,CLAY,SPEARS,134-153,6.5,13,"REPAIRED RUST HOLE LEAK ON 4"" STEEL LATERAL FOR AIR RELIEF VALVE OFF 36"" STEEL MAIN.",34.06201865,-118.4354973
62191,MAIN,21-Mar-12,6756 4TH AVE,20' EW 4TH AVE,80' NN 70TH ST,,C.I.,1924,34130,CLAMP,1,,,,,VILLESCA,102-189,3,8,"MADE REPAIR TO 4"" C.I. MAIN LEAK DCI CLAMP WAS LEAKING, HAD TO REMOVE & INSTALL 1-4""X 12"" 360 DEGREE REPAIR CLAMP.",33.97667896,-118.3216631
62190,MAIN,21-Mar-12,1876 W 94TH STREET,19' N/S W 94TH STREET,231' W/W MANHATTAN PLACE,8,A.C.,1940,56950,CLAMP,1,,,OK,BASE,ANDERSON,094-192,4.5,9,"FOUND LEAKING 360 DEGREE REPAIR CLAMP REMOVED OLD CLAMP, AND INSTALLED NEW 8""X 12"" 360 DEGREE CLAMP. (SPECIAL ORDER) O.D. ON MAIN 9.90 BACKFILLED & LEFT SAFE.",33.95119669,-118.3108961
62906,MAIN,21-Mar-12,10440 HEBRON LANE,S HEBRON LANE,387' WW BEVERLY GLEN BLVD,4,STEEL,1927,45126,RUST HOLE,1,,,,,BRAYBOY,150-150,3,6,,34.10440856,-118.4473
62475,MAIN,21-Mar-12,22102 CHATSWORTH ST,13' N/CL CHATSWORTH ST,650' W/CL TOPANGA CYN BLVD,6,C.I.,1964,83491,GATE VALVE,1,,,,,MATCHIE,208-102,7.5,22.5,G.V. BROKEN BY LAFD REPLACED WITH NEW CLOW GATE. SLURRY BACKFILL USED AND SITE LEFT SAFE AND CLEAN.,34.26448404,-118.6082226
62907,MAIN,22-Mar-12,570 S MAPLETON DR,E/S MAPLETON DR,432' NN CLUB VIEW DR,6,C.I.,1926,43758,CLAMP,1,,,NONE,CLAY,SPEARS,138-156,5,15,"REPAIRED 6"" C.I. MAIN LEAK WITH 6""X 12"" 360 DEGREE CLAMP.",34.07415141,-118.4287896
62192,MAIN,22-Mar-12,1300 W D ST,32' E/W MAR VISTA,19' N/S D ST,6,C.I.,1928,46838,ROUND CRACK,1,,,,SANDY LOAM,KIRKSEY,028-201,6,11,"SET UP TRAFFIC DRILLED HOLES LOCATED LEAK BROKE OUT & EXCAVATED 5X 5 FOUND ROUND CRACK ON 6"" CI INSTALLED 6X 12 360 DEGREE REPAIR STOPPED LEAK BACKFILLED WITH SAND & BASE & OIL TEMP LEFT JOB SAFE",33.77328317,-118.2775918
62059,MAIN,22-Mar-12,403 S SERRANO AV,16' EW S SERRANO AV,10' SS W 4TH ST,4,C.I.,,,SPLIT,1,,,,,PRECIADO,136-195,8,16,"FOUND SMALL SPLIT ON 4"" MAIN INSTALLED 1- 4""X 20"" REPAIR CLAMP. BACKFILLED WITH CONROCK & TEMP",34.06705884,-118.3066519
62908,MAIN,23-Mar-12,5766 CORBETT ST,S/S CORBETTE ST,137' LA CIENEGA BL,6,A.C.,1948,65735,"CLAMP, JOINT",1,,,NONE,CLAY,SPEARS,120-174,8,16,"REPAIRED 6"" AC MAIN LEAK WITH 6""X 1 1/2"" SADDLE CLAMP.",34.0250494,-118.3715297
62060,MAIN,24-Mar-12,405 4TH ST,61' WW MATEO ST,N SIDE OF ALLEY,8,C.I.,1931,50485,BROKE BAIL ON SADDLE,1,,,POOR,C,CHESTERTON,126-216,7,14,FOUND BROKEN BAIL ON SERVICE SADDLE. INSTALLED NEW SADDLE & CORP/RECONNECTED SERVICE.,34.04213539,-118.2329193
62909,MAIN,24-Mar-12,2801-2803 VINEYARD AVE,W/S VINEYARD AVE,589' SS ADAMS BL,6,C.I.,1922,31893,RUST HOLE,1,,,NONE,CLAY,SPEARS,122-183,8,22,"CUT IN 3' OF 6"" D.I. PIPE TO REPAIR MAIN LEAK.",34.03102914,-118.3445862
62193,MAIN,24-Mar-12,118TH ST / BROADWAY (INTERSECTION),18' N/S 118TH ST,14' W/E BROADWAY,6,C.I.,1932,52221,RUST HOLE,1,,,,CLAY,KIRKSEY,084-201,9.5,24,"DRILLED HOLES LOCATED LEAK BROKE OUT & EXCAVATED 9X 7 FOUND HOLE ON SIDE OF 6"" CI INSTALLED 6X 12 360 DEGREE REPAIR CLAMP BACKFILLED WITH BASE & OIL TEMP LEFT JOB SAFE",33.92644053,-118.2781885
62476,MAIN,26-Mar-12,4845 EXCELENTE DR,10' W/CL EXCELENTE DR,155' S/CL SENTAR RD,8,D.I.,1996,102809,RUST HOLE,1,,,FAIR,BF-SLURRY,LAROCHELLE,168-099,10,30,,34.15741317,-118.6171923
62912,MAIN,27-Mar-12,754 TORTUOSO WY,250' EW STONE CYN,10' NS TORTUOSO WY,8,STEEL,1934,53505,,1,,,,C,GONZALES,142-153,4,12,"FOUND LEAK ON 8"" STL. MAIN USED 8""X 12"" CLAMP FOR REPAIRS.",34.08618843,-118.4443234
62913,MAIN,27-Mar-12,7040 WILLOW GLEN RD,430' NN WOODSTOCK RD,10' EW WILLOW GLEN RD,6,STEEL,1928,47672,,1,,,,,GONZALES,154-174,4,12,"FOUND LEAK ON 6"" STL. MAIN USED 6""X 12"" CLAMP FOR REPAIRS.",34.11901892,-118.370867
62477,MAIN,27-Mar-12,5031 SAN FELICIANO DR,13' W/CL SAN FELICIANO DR,35' S/CL VELICATA ST,20,STEEL,1925,36125,JOINT,1,,,FAIR,,LAROCHELLE,170-102,8,16,"FOUND LEAK ON LEAD JOINT - N. SIDE OF 16"" GATE VALVE
MADE REPAIRS W/FIBER-LEAD
GATE LOCATED IN 6'X 48"" STAND PIPE",34.16011684,-118.6086629
62911,MAIN,27-Mar-12,2700 LAUREL CYN.,15' NS EL RITA DR,20' EW LAUREL CYN.,12,C.I.,1930,50703,,1,,,,,NUNEZ,154-174,,,,34.11960895,-118.3755472
62063,MAIN,28-Mar-12,L. RON HUBBARD,72' S/S SUNSET BL,19' EW L. RON HUBBARD,6,C.I.,1928,46376,RUST HOLE,1,,,,,LEROY,148-198,4.5,9,"BRICK STREET, NEEDS SLURRY FOR BACKFILL FOR MINIMUM DAMAGE TO STREET",34.09780761,-118.2939715
62062,MAIN,28-Mar-12,1939 CATALINA ST,20' WE CATALINA ST,380' SS FINELY AVE,6,C.I.,1972,92645,ROUND CRACK,1,,,OK,SANDY,PRECIADO,150-198,5,10,"AFTER ST MAINT PAVED ST. SMALL LEAK DEVELOPED ROUND CRACK INSTALL 360 DEGREE 6"" REPAIR CLAMP & BACKFILLED & TEMP.",34.1065389,-118.2950904
62478,MAIN,28-Mar-12,21505 VELICATA ST,6' S/CL VELICATA,58' W/CL DE LA OSA,6,C.I.,1926,36320,SPLIT,1,,,,CLAY,MATCHIE,170-105,7.5,22.5,"WATER MAIN PINCHED DOWN ONLY, REPAIRED WITH SMITH BLAIR 6""X 12"" REPAIR CLAMP. SMALL HOLES DRILLED ON BOTH SIDES OF SPLIT.",34.16125397,-118.5985315
62138,MAIN,28-Mar-12,3308 SCADLOCK LN,5' N CL OF SCADLOCK LN,830' E CL OF LONGBOW,2,STEEL,1958,77475,"COUPLING, JOINT",1,,,,CLAY LIKE,OBREGON,160-144,9.5,22.5,INSTALL NEW BLOW OFF ASSY.,34.13124282,-118.4664718
62194,MAIN,29-Mar-12,2052 W 67TH ST,17' N/S 67TH ST,194' E/E CIMARRON,6,C.I.,1925,35765,BLOW OUT,1,,,,CLAY,KIRKSEY,104-192,11.5,34.5,"DRILLED HOLES LOCATED VOID BROKE OUT & EXCAVATED 15X 7 FOUND 13' SPLIT ON 6"" CI CUT & REMOVED INSTALLED 13' 6"" DI W/ 1 EA 6X 1 SADDLE 2EA 6"" COUPLINGS RETAP SERVICE POURED SLURRY LEFT CONES & BARRICADE AROUND EXCAVATION JOB LEFT SAFE.",33.97848432,-118.3151183
62195,MAIN,30-Mar-12,844 W CENTURY BLVD,44' N/S CENTURY BLVD,174' E/E VERMONT,12,C.I.,1927,44087,CLAMP,1,,,,BASE,KIRKSEY,092-198,8,16,BROKE OUT & EXCAVATED 6X 6 FOUND LEAKING POWER SEAL 360 DEGREE REPAIR CLAMP REMOVED & INSTALLED 12X 1 1/2 SADDLE W/ PLUG STOPPED LEAK BACKFILLED WITH BASE & OIL TEMP LEFT JOB SAFE.,33.94551165,-118.290849
62914,MAIN,30-Mar-12,5660 VALLEY OAK DR,220' WW VERDE OAK DR,3' NS VALLEY OAK DR,4,STEEL,1927,44584,RUST HOLE,1,,,,C,GONZALES,152-192,8,24,"FOUND LEAK ON 4"" STL. MAIN USED 4""X 12"" CLAMP FOR REPAIRS.",34.11107415,-118.3120003
62967,MAIN,1-Apr-12,3600 LA CIENEGA BL,29' SS RODEO RD,45' EW LA CIENEGA BL,8,C.I.,1936,54563,RUPTURE,1,,,,,MCQUEEN,120-174,10.5,29,EXCAVATED DOWN TO DAMAGED PIPE - REMOVED & REPLACED - BACKFILLED TAMPED - OILED & PICKUP,34.02148688,-118.3723987
62968,MAIN,2-Apr-12,7912 WILLOW GLEN RD,10' NS WILLOW GLEN RD,402' WW WOODSTOCK RD,6,STEEL,1928,47670,RUST HOLE,1,,,,ROCK & SAND,SCHWEINBOLD,154-174,6.5,15.5,"REPAIRED 6"" STL WATER MAIN WITH CLAMP. BACKFILLED, TAMPED, & OILED. HELP MAKE PICK-UP. CLEANED AREA UP.",34.11884799,-118.3702103
