Precinct,Ballot_Group,Consolidation,IsVoteByMail
9002252E,81,9002252A,0
6220145B,14,6220145A,0
7650004J,145,7650004A,0
9000289C,138,9000289A,0
9001092J,60,9001092A,0
3330009D,114,3330009A,0
4700008B,18,4700001A,1
9002084A,104,9002084A,0
9000906C,137,9000906A,0
9007321D,30,9007307A,0
2850013D,99,2850025A,0
1450136C,179,1450136B,0
9002754B,58,9002754A,0
1300019C,37,1300019A,0
9006434A,55,9006432B,0
0750054F,124,0750054B,0
9001668E,93,9001668A,0
1070037E,124,1070013A,0
0400008A,124,0400008A,0
2630088A,123,2630158C,0
6700055E,120,6700055A,0
9000380E,86,9006320D,0
5550095D,190,5550095A,0
5250028F,90,5250028D,0
4780003A,120,4780003A,1
5100023A,163,5100010A,0
5230006J,127,5230006B,0
9000129E,55,9000129C,0
2600028K,67,2600028A,0
2000088B,88,2000083A,0
2700009F,155,2700009A,0
1500089F,63,1500089A,0
0950187F,40,0950187A,0
3550098C,2,3550098A,0
9000155A,62,9000155A,0
2100118D,64,2100027A,0
6220191C,28,6220191A,1
9001526D,86,9000817A,0
9006276B,52,9006276B,0
9003606C,21,9003606B,0
1780079N,110,1780079A,0
9000213E,55,9000213B,0
1040071E,14,1040001A,0
3550022B,2,3550022A,0
9001772A,136,9001773A,0
9005113D,47,9000684A,0
9000534A,21,9000686A,0
6220088A,14,6220088A,0
5150068C,36,5150061B,0
2550028D,45,2550028A,0
1450133E,179,1450133A,0
3150064D,46,3150037A,0
9001318C,81,9001318A,0
7750036E,79,7750036B,0
4800034C,120,4800034A,0
7700144F,64,7700144A,0
9002585A,17,9007785A,0
0900001C,81,0900001A,0
6000014A,39,6000052A,0
6220065C,14,6220065A,0
7150070C,194,7150065A,0
7700022D,64,7700022A,0
1900008E,67,1900008A,0
5150030A,36,5150198A,0
5250143F,90,5250143A,0
9001693A,93,9001693A,0
6700002B,120,6700002A,0
5000093A,2,5000044A,0
9000727A,58,9000727A,0
0700018F,164,0700018A,0
0600030F,64,0600029A,0
9000180D,55,9000780C,0
9001019D,55,9001019A,0
9000280D,137,9000280A,0
6220094C,14,6220094A,0
2550097D,45,2550097A,0
9007321A,30,9000292A,0
3400053C,39,3400053A,0
9005204C,153,9005204A,0
2040017B,68,2040015A,0
1780069D,110,1780069A,0
9001317D,81,9001318A,0
5730007A,192,5730007A,0
9007166F,104,9000908A,0
7050010A,68,7050013A,0
9002124A,104,9002556A,0
7150063E,194,7150067A,0
3850088C,204,3850088A,0
0700019G,164,0700011A,0
7650008D,145,7650008A,0
9007679A,81,9007679A,0
6300099G,3,6300099A,1
1500090C,63,1500089A,0
0940005A,65,0940002A,0
5750019C,70,5750019A,0
9002868B,93,9001537A,0
9002252C,81,9002252A,0
9001347A,104,9002285A,0
1100020A,63,1100040A,0
1960002A,180,1960001A,0
3330017E,114,3330017A,0
0350030A,68,0350030A,0
7800067D,120,7800066C,0
5150074C,36,5150074A,0
5550056B,190,5550056A,0
1070031D,124,1070031A,0
9002107A,104,9002107A,0
9001013D,60,9000268A,0
9001532B,104,9001532A,0
3450012B,161,3450013B,0
0600015B,64,0600014A,0
9006632E,55,9006632C,0
9001111D,104,9001111A,0
3550076G,2,3550099B,0
9006482B,55,9006482A,0
3450040B,173,3450040A,0
2930062X,114,2930017A,1
9005041B,199,9000346B,0
6220087A,14,6220087A,0
9002234F,81,9002234A,0
9001942C,136,9001958A,1
9007785E,17,9007785A,0
9001244C,150,9001244A,0
9002595A,58,9000197B,0
2550091B,45,2550091A,0
9000562A,58,9000562A,0
1600022F,104,1600002A,0
5100006D,163,5100006A,0
6250125E,81,6250125A,0
6250032A,81,6250032A,0
3450072E,158,3450091A,0
9000854A,85,9000940B,0
7700158C,64,7700158A,0
3300072D,120,3300072A,0
2550050E,45,2550050A,0
2550111E,45,2550111A,0
9006651B,55,9006651A,0
9002298F,104,9002298A,0
9002555D,180,9002555B,0
9002189C,148,9002189A,0
6220173D,3,6220176A,0
6700011C,120,6700011B,0
5150205B,36,5150186A,0
6250008E,81,6250008A,0
9000459B,21,9000390A,0
3450013C,161,3450013B,0
5150187F,38,5150188A,0
9001937B,137,9001932B,0
9000788A,86,9000788A,0
1030014C,178,1030014A,0
3850093D,205,3850093A,0
9002477D,136,9002477A,0
0090005G,3,6300002B,1
2250030D,149,2250030A,0
1850067E,129,1850067A,0
0950008A,46,0950008A,0
6100026C,68,6100026A,0
1450118C,179,1450118B,0
0950146B,46,0950184A,0
9001671A,58,9001665A,0
9002059D,138,9002059A,0
3850535C,214,3850535A,0
9003374D,30,9003374A,0
9005919E,81,9005919A,0
7700140G,64,7700140A,0
1100007C,64,1100007A,0
3700043L,2,3700043A,0
2750016D,193,2750016A,0
9000135C,58,9000135B,0
9001203F,61,9001203A,0
9002712B,146,9000039A,0
3550119C,1,3550047B,0
9001499B,94,9001499A,0
9001709H,137,9000985A,0
5150092F,38,5150092A,0
9002098D,86,9002098A,0
9002786G,79,9002786A,0
2350026C,36,2350026A,0
1030102D,178,1030102A,0
1100010A,64,1100081A,0
9002503B,138,9002503A,0
9001364F,81,9001364A,0
7150137D,198,7150137A,0
9000458B,79,9000458A,0
3500053F,36,3500055A,1
7050073H,68,7050027A,0
6250008B,81,6250008A,0
6220128B,14,6220072A,0
9001467E,104,9001472A,0
9006361C,211,9006361A,0
0600041B,64,0600041B,0
0200024C,36,0200088B,0
0200002B,36,0200002A,0
2950052F,155,2950052A,0
9001605H,79,9001436A,0
2700039F,155,2700039B,0
9001452B,107,9001452A,0
1030043E,178,1030043A,0
3550088C,2,3550088A,0
9006320D,86,9006320D,0
0350029F,68,0350029B,0
9001732C,104,9001764A,0
3850266A,209,3850274A,1
9002738A,151,9001554A,0
1940001E,63,1940001A,0
7410110C,64,7410110B,0
9005322F,104,9005322A,0
9000350E,17,9000350A,0
6250020B,81,6250020A,0
1070020A,124,1070020A,0
1450167E,179,1450167A,0
2950047H,155,2950047B,0
5150112D,36,5150156A,0
5250096C,90,5250096A,0
1900012G,67,1900012B,0
7150013A,198,7150013A,0
9000731A,93,9000731A,0
5150038A,36,5150038A,0
3300073B,120,3300073A,0
5000072E,2,5000072A,0
7680003C,196,7680003A,0
9000658F,43,9000658A,0
5200042F,2,5200042A,0
3990064G,156,3990064A,0
3800010B,195,3800010A,0
9005666F,21,9005666A,0
2040016B,68,2040016B,0
6700055D,120,6700055A,0
9002072A,86,9000368C,0
9001591C,136,9001582C,0
0400002F,124,0400002A,0
1960011C,180,1960011A,0
6250045A,81,6250045A,0
7150023A,191,7150023A,0
0350007A,68,0350007A,0
0050001B,2,0050004B,0
3850065F,209,3850065A,0
6600010A,36,6600010A,0
5250021G,90,5250021A,0
0950002A,46,0950027A,0
0150075E,68,0150075A,0
9000625C,148,9000625A,0
3850004D,188,3850004A,0
2300013D,139,2300013A,0
1780007L,110,1780076A,0
9006416H,54,9006416A,0
0950198B,46,0950198A,0
9001706B,139,9001706A,0
0520012B,114,0520010A,0
9001490F,104,9001490A,0
9001857A,101,9001359A,0
7670017E,155,7670017A,0
9007679D,81,9007679A,0
9001100F,81,9001100A,0
5550070A,190,5550070A,0
9001920E,142,9001920A,0
0950016A,41,0950016A,0
7700144E,64,7700144A,0
2600008C,65,2600008A,0
9000027A,21,9000027A,0
7450011C,99,7450011A,1
5850175B,110,5850175A,0
1770008T,2,1770008E,1
5850030C,110,5850077B,0
9002231A,81,9002231A,0
2600035E,65,2600016A,0
7150063F,194,7150067A,0
1040020K,14,1040020A,0
2950023B,155,2950023A,0
7150044A,191,7150021A,0
1070041D,124,1070041A,0
4200011A,164,4200005A,0
3850272A,214,3850272A,0
2000005B,88,2000045B,0
9000148D,58,9000148A,0
2300039A,139,2300025A,0
0200012C,36,0200051A,0
3850374D,209,3850374A,0
7050027E,68,7050027A,0
7770020A,50,7770002B,0
0200017E,36,0200017A,0
6220036G,14,6220011B,0
2550010K,45,2550010A,0
7100034C,83,7100033A,0
7050064A,68,7050066A,0
3750009A,36,3750010F,1
9000945G,104,9000945B,0
2300010C,139,2300010A,0
6220127J,14,6220127A,0
9002128H,104,9002128A,0
9004026B,47,9001824A,0
5530084B,192,5530082A,0
0050023A,7,0050022A,1
9001354B,81,9001354A,0
9001957B,175,9002531A,0
9003197B,150,9003197A,0
3990028E,156,3990028B,0
4800034H,120,4800034A,0
3900009B,120,3900009A,0
4450090B,126,4450090A,0
2550120E,45,2550120A,0
5230012D,127,5230012A,0
9000383B,21,9000383B,0
5250023I,90,5250023A,0
6820015E,18,6820015A,0
5000092D,2,5000092A,0
5250090A,90,5250021A,0
0090003C,13,0090003A,0
7150154E,191,7150109A,0
9000777B,62,9000777B,0
9000058F,62,9000058A,0
9000274B,94,9001859A,0
9000777D,62,9000777B,0
0350011B,68,0350023A,0
5230019C,127,5230020A,0
9000989D,93,9000989A,0
7150094C,191,7150094A,0
0200040D,36,0200039A,0
7650006E,145,7650006A,0
0150024G,68,0150024A,0
0750007E,124,0750012A,0
1030105A,178,1030105A,0
9000157D,58,9000157B,0
3300026E,120,3300026A,0
5200001E,2,5200040D,0
9001670A,11,9007781A,0
9007341C,20,9007341A,0
9000564C,104,9000945B,0
7450011A,99,7450011A,1
9002207C,153,9002207A,0
4400003D,39,4400003A,0
5150053F,36,5150041A,0
4800059G,124,4800059A,0
9003078C,101,9003078B,0
9002551B,180,9002551A,0
6000050D,39,6000050A,0
3900062C,120,3900062A,0
5550026B,190,5550024A,0
9000044E,21,9000019A,0
5730008B,192,5730005A,0
9001632F,93,9001632B,0
9003552F,101,9003552A,0
9002267B,62,9002267A,0
2040010A,68,2040010A,0
0520004A,115,0520004A,0
3850032F,169,3850032B,0
0520001A,114,0520001A,0
9000267F,81,9000267A,0
9002804A,55,9000174A,0
9002389F,150,9002389A,0
9001541A,94,9001541A,0
2550052A,45,2550052A,0
6100004A,68,6100007A,0
5850017C,110,5850077B,0
3850122D,204,3850122A,0
9001391A,81,9001391A,0
1070005A,124,1070001A,0
2750028D,193,2750011A,0
6700026A,120,6700012A,0
6220162E,14,6220161A,0
1550007A,164,1550010A,0
9001562E,104,9001562A,0
9000365D,58,9000365A,0
1550020F,164,1550020A,0
3400005E,39,3400005A,0
9002325A,55,9006406A,0
9007957A,55,9000234A,0
5850012A,110,5850222A,0
9002127B,104,9002128A,0
3850378E,209,3850378A,0
9001063A,60,9001063A,0
0800007D,134,0800007A,0
9005549B,60,9005549B,0
1850102B,129,1850138A,0
7800003A,120,7800001A,0
0600025D,64,0600025A,0
9002607B,49,9002533A,0
3850163C,205,3850163A,0
0150003E,68,0150004A,0
2600018H,65,2600018B,0
2600067E,67,2600067A,0
0150044B,68,0150049A,0
9006316B,86,9006317A,0
6220117D,14,6220117A,0
9001337A,215,9006380A,0
1430009A,132,1430009A,0
6000012A,39,6000013A,0
2000022D,87,2000032A,0
1850033A,129,1850033A,0
5850003F,110,5850003B,0
9005667F,30,9005667A,0
9000260F,60,9000260A,0
5000032F,2,5000032A,0
4450003E,126,4450003A,0
2300038A,139,2300004A,0
3850215B,214,3850215B,0
3850166A,209,3850010A,0
6100017F,68,6100017A,0
9002107D,104,9002107A,0
6250113B,81,6250113A,0
3500237G,36,3500016A,1
9001820A,86,9001820A,0
6220106H,14,6220106A,0
9001507B,104,9002368A,0
9000796G,86,9000796B,0
3850045E,209,3850045B,0
9002511A,175,9000296C,0
0750021C,129,0750021A,0
5150056C,36,5150114A,0
1450137G,179,1450137A,0
7150182A,191,7150144A,0
9001433C,79,9001433A,0
0800007F,134,0800007A,0
7150078G,191,7150078D,0
5200042R,2,5200042A,0
4800050B,124,4800050A,0
5250021C,90,5250021A,0
2500003A,196,2500003A,0
5530055E,192,5530055A,0
9000381A,21,9000381A,0
9001196H,79,9001196A,0
9000871B,85,9000941A,0
2950001B,155,2950001A,0
7150012B,198,7150012A,0
6300438M,3,6300002B,1
6220132D,18,6220101B,0
3550011C,2,3550011B,0
2550071F,45,2550071A,0
9001600E,79,9001600A,0
5550029D,190,5550029A,0
7760001C,55,9007928A,0
9001335B,43,9006305A,0
2250020C,149,2250020A,0
9001602A,189,9001602A,0
9002212C,136,9000284C,0
9001318B,81,9001318A,0
9001213C,81,9001212A,0
9001355D,81,9001355A,0
9000259C,55,9000259A,0
2100023C,72,2100106A,0
9001342A,81,9001342A,0
9006490G,55,9006490A,0
2000011H,87,2000011A,0
6600003A,36,6600003A,0
9001127E,60,9000799A,0
9001087D,60,9003228A,0
9002503A,138,9002503A,0
3990015A,156,3990015A,0
0600036B,64,0600036A,0
9004216D,79,9004216A,0
9001569D,104,9001569A,0
5000013F,2,5000020A,0
2850026A,99,2850026A,0
9001528B,104,9002917A,0
3400009A,39,3400009A,0
3550087H,2,3550052A,0
9000142E,58,9000142A,0
3850626C,205,3850625A,0
7150071B,191,7150046A,0
4100019B,192,4100019A,0
6100050A,68,6100034A,0
9006320C,86,9002192A,0
9001413A,81,9001413A,0
5750026B,69,5750026A,0
0550004A,64,0550081A,0
3850370F,209,3850370C,0
3150013F,46,3150013A,0
3150001F,46,3150001A,0
3850052D,212,3850052A,0
9002010D,137,9002010A,0
1960007B,180,1960007A,0
6300438B,3,6300002B,1
5850071A,110,5850011A,0
1500031E,63,1500031A,0
5750002B,69,5750073A,0
6220021B,14,6220028B,0
9000086C,62,9000086A,0
9002265G,81,9002252A,0
9006625C,55,9006623C,0
9001089B,60,9001015D,0
9000452B,148,9000452B,0
7150094D,191,7150094A,0
7770011A,50,7770011A,0
6220032C,18,6220032A,0
2600025C,67,2600025B,0
2500012G,196,2500012A,0
9000700B,47,9000700B,0
2630083G,123,2630083A,0
9005769C,94,9005769B,0
9001706D,139,9001706D,0
6220074A,14,6220074A,0
5100001E,163,5100001A,0
6250046E,81,6250046A,0
9002915A,147,9002401B,0
9001884E,150,9001884A,0
0550002B,64,0550002A,0
9000727F,58,9000727A,0
9000570A,43,9000546A,0
4100033C,192,4100033A,0
1040020D,14,1040020A,0
1030028E,178,1030028A,0
5550095B,190,5550095A,0
9001949D,79,9000544A,0
2700009A,155,2700009A,0
5530001A,192,5530013A,0
2930064C,112,2930016A,1
9000006E,80,9000006A,0
9000083B,62,9000083A,0
9000547C,21,9000607C,0
6400013E,36,6400013A,0
9000040A,149,9002692A,1
4800031F,120,4800031A,0
9001488D,85,9007434A,0
2500018E,196,2500018A,0
6600009B,36,6600010A,0
7600007M,112,7600007A,0
9000348F,60,9000348C,0
6550056A,171,6550056A,0
6220131A,18,6220041A,0
7800044D,120,7800044A,0
6300247D,14,6300040B,0
9000082D,58,9000082A,0
0550016C,64,0550074A,0
7050076D,68,7050027A,0
9002929C,139,9002929A,0
5530021C,192,5530021A,0
3300005E,120,3300003A,0
2950149C,155,2950149A,0
6220037N,14,6220031A,0
5550051A,190,5550051A,0
1030039C,178,1030038A,0
0950158C,46,0950160A,0
4100013A,192,4100012B,0
0150002A,68,0150008A,0
7150026F,198,7150026B,0
5150196B,36,5150196A,0
9000226D,55,9000228A,0
1850063D,129,1850063A,0
9002566D,175,9002566A,0
2020012D,35,2020012A,0
3750005W,2,3750005A,0
4200010E,164,4200010B,0
1030011C,178,1030053A,0
6230010D,120,6230010A,0
6220127H,14,6220127A,0
9002082B,104,9002070A,0
4100033A,192,4100033A,0
0520012A,114,0520010A,0
7100002A,83,7100002A,0
4450065E,126,4450065A,0
3750009J,36,3750010F,1
9000328A,21,9002888A,0
2600028E,67,2600028A,0
3850389D,217,3850389D,1
2600094D,65,2600104A,0
9002555C,180,9002555B,0
9002651B,85,9002648B,0
9000488A,21,9000165A,0
9002022C,136,9002022A,0
9005520B,55,9005520A,0
9002220B,21,9000116A,0
9006212C,21,9006212B,0
9000048C,91,9000048A,0
3850037G,181,3850060H,1
3850005A,188,3850005A,0
2700010B,155,2700010A,0
0670142B,64,0670141A,0
9006618E,55,9006618B,0
5100022B,163,5100054A,0
5530039A,192,5530040A,0
9001339D,101,9001338A,0
9005520E,55,9005520A,0
2250030E,149,2250030A,0
6300438J,3,6300002B,1
0800003F,134,0800003A,0
9007388C,82,9007388A,0
5200040Q,2,5200040D,0
2100007A,72,2100008B,0
5250314A,90,5250314A,0
3550082E,1,3550094A,0
1770001D,2,1770001A,0
3550023E,1,3550023A,0
1300021F,37,1300021A,0
5250022K,90,5250022A,0
9002359C,93,9001632B,0
9000376C,21,9002894A,0
1500074B,63,1500084A,0
9000410B,60,9000410A,0
1300039D,37,1300039A,0
9000051A,42,9000580A,0
4800022B,120,4800022A,0
9006251G,17,9006251A,0
9001084B,60,9001015D,0
4100023E,192,4100025D,0
1070041C,124,1070041A,0
3850200B,206,3850200A,0
6600003F,36,6600003A,0
5750023C,69,5750023A,0
9006405E,55,9006405C,0
7800060A,120,7800049A,0
4800020A,120,4800008C,0
0900046E,81,0900046A,0
0900002C,81,0900002A,0
9002377C,104,9002377A,0
6220082Y,14,6220042A,0
1030022C,178,1030022B,0
2300042D,140,2300034A,0
6650034C,69,6650034A,0
9001283H,102,9001283B,0
2700090E,155,2700090A,0
5550012A,190,5550012A,0
9000855A,85,9002029A,0
0850015B,86,0850015B,0
1070001B,124,1070001A,0
0900033N,81,0900033B,0
7150045D,191,7150038A,0
3850262C,214,3850262A,0
5000002N,2,5000002A,0
7150093B,191,7150092B,0
9005284C,177,9005284A,0
1780014E,110,1780014A,0
2750015B,193,2750015A,0
9002806A,55,9000742A,0
9002093E,104,9002097B,0
9002101B,104,9002101A,0
3850316B,209,3850316A,0
9001442D,81,9001442A,0
2000005D,87,2000005A,0
7750024D,79,7750023A,0
1030049D,178,1030049A,0
9001631E,93,9001631A,0
2000082D,88,2000082A,0
9001030B,136,9001030A,0
5400005E,2,5400005A,0
3990028B,156,3990028B,0
5150056A,36,5150114A,0
1850024E,129,1850024A,0
9001660E,86,9001660A,0
9000359A,55,9001877A,0
4100034C,192,4100034A,0
1680010A,155,1680001A,0
6100043E,68,6100043A,0
9000904D,86,9000898A,0
2300031A,140,2300019A,0
9002166A,136,9002166A,0
9005919D,81,9005919A,0
1500084F,63,1500084A,0
1550004C,164,1550006A,0
9002322C,104,9005494B,0
1070070B,124,1070021A,0
0750023A,124,0750034A,0
5150064C,36,5150038A,0
0550080D,64,0550080A,0
6220152B,27,6850033C,1
9001782G,104,9001782B,0
9000446B,86,9000593A,0
5150094B,38,5150094A,0
1800021E,180,1800021A,0
0930001D,210,0930001A,0
7850002E,157,7850002A,0
3850403C,209,3850044D,0
3850545B,204,3850545A,0
2700026B,155,2700025C,0
9002485E,136,9002485A,0
6000008C,39,6000011A,0
0850054K,86,0850005A,0
9005538E,86,9005538A,0
9001359A,101,9001359A,0
6220186A,14,6220182A,0
5230068A,127,5230068A,0
9006335G,86,9006335A,0
9001220F,102,9001220C,0
9003448B,21,9003448A,0
7800032A,120,7800144A,0
9002089A,95,9002089A,0
7410010B,64,7410010A,0
9000391B,21,9000391A,0
3850324A,214,3850324A,0
5530037B,192,5530036A,0
2850012C,99,2850012A,0
5250087M,90,5250087C,0
7900009D,2,7900009A,0
9006613E,55,9001021A,0
0550076E,64,0550074A,0
3400013A,39,3400005A,0
2000035A,87,2000007A,0
3430004D,104,3430004A,0
6820010D,18,6820010A,0
9001226D,79,9001226A,0
9000959D,85,9002780A,0
9001379E,81,9001391A,0
5150205G,36,5150186A,0
9000725E,79,9000725D,0
3900060A,120,3900062A,0
9005303D,104,9005303A,0
1500078B,63,1500078A,0
1850102D,129,1850083A,0
1450003E,179,1450040C,0
3550023A,1,3550023A,0
2930069A,114,2930068A,1
6220132H,18,6220044A,0
6000057B,39,6000057A,0
6220094G,14,6220094A,0
3900066B,120,3900066A,0
2040002B,68,2040001A,0
5750050B,69,5750001A,0
9001983C,104,9002893A,0
2500064F,196,2500064A,0
6220086U,14,6220086A,0
2000082A,88,2000082A,0
0800016D,134,0800016A,0
2500016C,196,2500016A,0
9002746A,81,9002742A,1
0300002C,2,0300002A,0
5530055C,192,5530055A,0
6300040B,14,6300040B,0
6220079T,14,6220193A,0
6450006G,210,6450006A,0
1600018B,104,1600018A,0
9007168B,104,9007168B,0
6220092E,14,6220046A,0
7700035A,109,7700169B,0
9007697C,81,9007697A,0
6300006A,3,6300006A,1
6000001D,39,6000001B,0
2350022B,36,2350020A,1
3450035C,162,3450035A,0
9000835B,86,9000835B,0
3900071D,120,3900080B,0
9002662C,215,9006390B,0
9002892B,11,9002892A,0
9000007B,55,9000129C,0
2000032A,87,2000032A,0
6220073B,14,6220073A,0
9000006B,80,9000006A,0
9000280A,137,9000280A,0
4450027B,76,4450092A,0
9006667F,55,9006667A,0
9006452A,55,9006452A,0
1000077C,56,1000077A,0
0520008D,114,0520005B,0
7800043E,120,7800043A,0
5250153G,90,5250070A,0
3150008E,46,3150004A,0
2700026E,155,2700025C,0
9000414A,55,9000414A,0
0950144A,46,0950144A,0
3850212C,209,3850309A,0
1550007F,164,1550009A,0
9003732B,82,9007377A,0
5000017E,2,5000017A,0
9000344D,21,9000344A,0
9002877B,79,9002786A,0
0070006M,83,0070006A,0
4650001C,2,2610009A,1
6220059F,14,6220059E,0
1300020A,37,1300020A,0
7770001B,50,7770001A,0
2700025J,155,2700025C,0
1450152A,179,1450152A,0
4050208C,83,4050014A,0
9000914A,142,9000454A,0
4100018C,192,4100019A,0
0800006D,134,0800006A,0
9002910B,177,9002910A,0
6000050A,39,6000050A,0
3850190A,219,3850190A,0
3850158A,205,3850158A,0
9005656B,30,9005656A,0
5850077D,110,5850077B,0
9000342H,11,9002892A,0
9000384B,21,9000465A,0
9002180E,148,9002180A,0
4700002E,18,4700001A,1
9005916G,81,9005916B,0
9000800E,86,9000800A,0
0950191E,41,0950191A,0
0150034A,68,0150011A,0
7650005D,145,7650005A,0
5150119G,36,5150119A,0
9002520A,175,9002520A,0
9003981A,47,9000712A,0
9000104E,19,9000104A,0
1000011E,56,1000011A,0
6820012C,18,6820005A,0
2600016C,65,2600016A,0
0200025C,36,0200025B,0
5530013D,192,5530013A,0
7750024B,79,7750024A,0
2550051B,45,2550051A,0
7700158E,64,7700158A,0
0550008D,64,0550008A,0
5550038A,190,5550038A,0
3850222D,209,3850222B,0
7150065D,194,7150065A,0
9002135A,104,9002137A,0
3850092E,219,3850092A,0
5250069H,90,5250069A,0
1150001L,17,1150001A,0
4100026A,192,4100026A,0
5250022E,90,5250022A,0
9002059A,138,9002059A,0
9001897A,55,9002123A,0
9003814C,43,9003814A,0
9001786B,104,9001786A,0
0400004A,124,0400004A,0
9002440A,189,9002621A,0
2550049A,45,2550049A,0
2780001B,55,2780002A,0
9000329B,30,9003374A,0
1780070E,110,1780071A,0
2850008A,144,2850008A,0
2630066B,123,2630066B,0
3400002C,39,3400002A,0
0600052K,64,0600029A,0
1940004B,63,1940011A,0
9000557B,55,9000557A,0
9007016E,94,9007016A,0
5250070E,90,5250070A,0
3450070C,158,3450070A,0
5550042D,190,5550042A,0
9005107C,58,9005107A,0
9001622D,147,9001622B,0
3150018B,46,3150018A,0
1600055C,104,1600055A,0
9002433C,148,9002433A,0
4500006D,69,4500031B,0
6220118V,14,6220118A,0
3450003B,158,3450003A,0
9000651B,104,9002132B,0
5100017D,163,5100017A,0
6220180D,3,6220180A,0
1750001G,2,1750001A,0
7800082C,120,7800082A,0
2250004A,149,2250004A,0
9002662E,215,9002662A,0
3650004B,155,3650004A,0
4100035E,192,4100034A,0
4500001D,69,4500001A,0
6550060E,171,6550060A,0
9001563A,137,9001563A,0
9003351G,81,9003351A,0
6220036C,14,6220145A,0
0200001E,36,0200001A,0
0150065C,68,0150064A,0
9000559B,52,9000559A,0
7900011D,2,7900011A,0
1900002A,67,1900002A,0
9007385A,100,9007385A,0
3200003E,46,3200008B,0
9001768F,104,9001769C,0
9000214C,58,9000214A,0
3850272B,214,3850272A,0
9001085D,60,9001085B,0
5730005A,192,5730005A,0
0200094E,36,3500016A,1
5750003C,69,5750006A,0
